,Case Number,Type,Status,Project Name,Issued Date,Applied Date,Expiration Date,Finalized Date,Module Name,Address,Main Parcel,Description
233,ELECR24-2199,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/14/2024,07/22/2024,02/12/2025,08/19/2024,Permit,3 Dover Ct Ann Arbor MI 48103,09-09-30-314-015,Valdes-Pierce  5.6 kW DC/ 4.1 kW AC Residential Roof-mount Solar System: Need inspection of previously inspected solar array for DTE. Solar array was passed inspection 4/25/2023 # ELECR22-3891
234,ELECR24-3093,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Requires Resubmit,,,10/07/2024,,,Permit,2326 Easy St Ann Arbor MI 48104,09-12-03-401-012,battery backup
235,ELECR24-3324,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Void,,,10/21/2024,,,Permit,1113 Bydding Rd Ann Arbor MI 48103,09-09-20-305-014,**VOIDED.  DUPLICATE OF ELECC24-1326**  Roof and sunshade mounted PV solar panels.
236,ELECR24-2618,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,Veridian South - 2270 Platt Rd,09/13/2024,08/28/2024,05/07/2025,10/18/2024,Permit,2237 Trillium Ln Ann Arbor MI 48104,09-12-03-100-009,24EA - Jinko 390W Panels with 10kWh Sonnen Battery
237,ELECR24-2166,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/08/2024,07/17/2024,02/24/2025,10/13/2024,Permit,3365 Cromwell Rd Ann Arbor MI 48105,09-09-11-300-010,3.28 kW PV Solar Panel Installation on Roof
238,ELECR24-2160,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/20/2024,07/17/2024,03/24/2025,09/29/2024,Permit,2025 Wiltshire Ct Ann Arbor MI 48103,09-12-06-200-027,Installing 15 roof mounted solar panels.
239,ELECR24-2286,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/13/2024,07/30/2024,03/19/2025,09/28/2024,Permit,1288 Bird Rd Ann Arbor MI 48103,09-09-18-100-004,Installing 22 roof mounted solar panels.
240,ELECR24-2749,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/25/2024,09/09/2024,03/26/2025,10/03/2024,Permit,1319 Algonac Ave Ann Arbor MI 48103,09-09-31-112-027,"Replacing existing 5kw inverter with 6kw battery ready inverter, 10kW battery and back up interface"
241,ELECR24-2346,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/26/2024,08/02/2024,04/04/2025,10/10/2024,Permit,1866 Virnankay Cir Ann Arbor MI 48103,09-09-31-214-043,"Installation of (13) roof mounted solar panels with microinverters, (1) home energy storage system and (1) surge arrestor."
242,ELECR24-1259,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/08/2024,04/25/2024,05/05/2025,11/07/2024,Permit,509 Orchard Hills Dr Ann Arbor MI 48104,09-09-27-315-007,NEW PV SYSTEM: 4.860 kWp w/ Battery Backup
243,ELECR24-2297,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/21/2024,07/30/2024,03/18/2025,11/08/2024,Permit,1920 Hampton Ct Ann Arbor MI 48103,09-09-30-316-012,3.28 kW PV Solar Panel Installation on Roof
244,ELECR24-2290,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/19/2024,07/30/2024,04/21/2025,10/23/2024,Permit,306 Mark Hannah Pl Ann Arbor MI 48103,09-09-30-135-023,Installing 21 roof mounted solar panels.
245,ELECR24-2654,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/16/2024,08/30/2024,04/23/2025,10/30/2024,Permit,1047 Martin Pl Ann Arbor MI 48104,09-09-33-104-007,rooftop solar pv with battery backup install
246,ELECR24-2326,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/22/2024,08/01/2024,04/16/2025,10/23/2024,Permit,1307 Brooks St Ann Arbor MI 48103,09-09-20-208-005,Rooftop Solar PV Install w/ Battery Backup
247,ELECR24-3758,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,12/09/2024,12/02/2024,07/15/2025,01/23/2025,Permit,2107 Camelot Rd Ann Arbor MI 48104,09-12-03-207-001,4.8kW roof mount solar and inverter/battery
248,ELECR24-3996,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,01/13/2025,12/23/2024,07/21/2025,01/22/2025,Permit,219 Virginia Ave Ann Arbor MI 48103,09-09-30-110-022,Rooftop solar installation
249,ELECR24-1553,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/28/2024,05/23/2024,07/21/2025,01/22/2025,Permit,3625 Fox Hunt Dr Ann Arbor MI 48105,09-09-26-103-034,installation of 14 panel roof mounted solar array with 2 backup batteries
250,ELECR24-2241,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,09/06/2024,07/25/2024,07/09/2025,01/15/2025,Permit,815 Barton Dr Ann Arbor MI 48105,09-09-21-206-022,"3 solar arrays. 3x5 over garage roof, a 1x5 in between the dormers and gutter, and a 2x2 on a structure built by others. Panel upgrade, 100a to 200A."
251,ELECR24-3091,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,11/05/2024,10/07/2024,06/02/2025,01/04/2025,Permit,2611 Manchester Rd Ann Arbor MI 48104,09-12-03-307-004,Rooftop solar PV system with battery backup installation
252,ELECR24-2772,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,11/05/2024,09/11/2024,05/21/2025,01/04/2025,Permit,1385 Kensington Dr Ann Arbor MI 48104,09-12-04-102-005,Rooftop solar PV install
253,ELECR22-4644,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,01/11/2023,12/15/2022,07/18/2023,01/20/2023,Permit,1050 Olivia Ave Ann Arbor MI 48104,09-09-33-226-022,5.04 kW Roof Mounted 14 Panel Solar Array
254,ELECR22-4646,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,01/11/2023,12/15/2022,10/17/2023,04/21/2023,Permit,1165 Wendy Rd Ann Arbor MI 48103,09-09-19-410-048,5.04 kW Roof Mounted 14 Panel Solar Array with Battery Backup
255,ELECR22-4648,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,01/11/2023,12/15/2022,07/24/2023,01/26/2023,Permit,1506 Granger Ave Ann Arbor MI 48104,09-09-33-421-019,6.84kW Roof Mounted 19 Panel Solar Array
256,ELECR22-4699,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,01/11/2023,12/27/2022,02/06/2024,08/11/2023,Permit,2008 Day St Ann Arbor MI 48104,09-09-33-111-005,Installation of a roof-mounted solar array consisting of (32) solar panels with micro-inverters and (2) Tesla Powerwall batteries.
257,ELECR23-0004,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Void,,,01/02/2023,,,Permit,2765 Nixon Rd Ann Arbor MI 48105,09-09-15-103-004,"*permit cancelled by contractor over email* 31 panel solar array, roof mounted on residence, grid tied"
258,ELECR23-0007,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Void,,,01/02/2023,,,Permit,2227 Medford Rd Ann Arbor MI 48104,09-12-03-213-004,"*permit cancelled by contractor over email* Install 17 panel solar array on residence roof, grid tied"
259,ELECR23-0008,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Void,,,01/02/2023,,,Permit,1310 Iroquois Pl Ann Arbor MI 48104,09-09-33-313-011,"*permit cancelled by contractor over email* Install 28 panel solar array on residence roof, grid tied"
260,ELECR23-0009,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Void,,,01/02/2023,,,Permit,414 W Madison St Ann Arbor MI 48103,09-09-29-318-027,"*permit cancelled by contractor over email* Install 28 panel solar array on r3esidence roof, grid tied"
261,ELECR23-0010,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Void,,,01/02/2023,,,Permit,2861 Provincial Dr Ann Arbor MI 48104,09-09-34-407-006,"*permit cancelled by contractor over email* Install 23 panel solar array on residence roof, grid tied"
262,ELECR23-0011,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Void,,,01/02/2023,,,Permit,1121 Clair Cir Ann Arbor MI 48103,09-09-19-406-034,"*permit cancelled by contractor over email* Install12 panel solar array on residence roof, Grid Tied"
263,ELECR23-0088,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/14/2023,01/11/2023,10/16/2023,04/19/2023,Permit,2091 Ascot Rd Ann Arbor MI 48103,09-12-05-201-011,4kW Ballast / Pitched Roof Mounted Solar Array
264,ELECR23-0089,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Expired,,01/20/2023,01/11/2023,07/19/2023,07/19/2023,Permit,3455 Ridgeline Ct Ann Arbor MI 48105,09-09-26-203-021,Krans 5.6 kW Roof Mounted Solar Array
265,ELECR23-0090,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Expired,,02/24/2023,01/11/2023,04/08/2024,04/08/2024,Permit,2602 Salisbury Ln Ann Arbor MI 48103,09-09-18-100-015,Elder 5.6 kW Roof Mounted Solar Array
266,ELECR23-0121,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,02/15/2023,01/13/2023,09/20/2023,03/25/2023,Permit,218 Crest Ave Ann Arbor MI 48103,09-09-30-104-012,Sand 4kW Roof Mounted Solar Array
267,ELECR23-0122,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,01/26/2023,01/13/2023,11/06/2023,05/11/2023,Permit,2008 E Stadium Blvd Ann Arbor MI 48104,09-09-33-400-006,Bennett 8.8 kW Roof Mounted Solar Array
268,ELECR23-0124,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/03/2023,01/13/2023,02/05/2024,10/03/2023,Permit,1100 Clague Ave Ann Arbor MI 48103,09-09-31-112-041,Rybicki 6 kW Roof Mounted Solar Array
269,ELECR23-0135,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,01/26/2023,01/17/2023,08/14/2023,03/08/2023,Permit,2020 Winewood Ave Ann Arbor MI 48103,09-09-30-303-038,Roof Mount Solar
270,ELECR23-0139,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,10/14/2023,01/17/2023,10/20/2025,09/04/2025,Permit,2600 Emerald Ave Ann Arbor MI 48104,09-12-03-312-032,Simmons-10.4 kW Roof Mounted Solar Array
271,ELECR23-0172,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,01/26/2023,01/20/2023,05/06/2024,07/25/2023,Permit,817 Edgewood Pl Ann Arbor MI 48103,09-09-32-203-019,Howard - 4.4 kW Roof Mounted Solar Array
272,ELECR23-0173,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,01/26/2023,01/20/2023,02/26/2024,08/30/2023,Permit,1409 Pomona Rd Ann Arbor MI 48103,09-09-19-110-029,Durham - 4kW Roof Mounted Solar Array
273,ELECR23-0379,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/03/2023,02/14/2023,10/23/2023,04/28/2023,Permit,1015 Duncan St Ann Arbor MI 48103,09-09-19-305-009,10.26 kW Roof Mount Array
274,ELECR23-0384,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/03/2023,02/14/2023,10/16/2023,04/18/2023,Permit,2011 Brampton Ct Ann Arbor MI 48103,09-09-31-304-049,5.6 kW Roof Mount Array
275,ELECR23-0386,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/03/2023,02/14/2023,09/19/2023,03/24/2023,Permit,1121 Kay Pkwy Ann Arbor MI 48103,09-09-31-115-028,Install 24 panel solar array on roof of residence
276,ELECR23-0387,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/03/2023,02/14/2023,09/19/2023,03/24/2023,Permit,2227 Medford Rd Ann Arbor MI 48104,09-12-03-213-004,"Install 17 panel solar array on residence roof top, grid tied"
277,ELECR23-0389,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/03/2023,02/14/2023,11/08/2023,05/13/2023,Permit,2765 Nixon Rd Ann Arbor MI 48105,09-09-15-103-004,"Install 31 panel solar array on residence roof top, grid tied"
278,ELECR23-0399,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/03/2023,02/15/2023,02/05/2024,08/09/2023,Permit,1156 Kay Pkwy Ann Arbor MI 48103,09-09-31-118-026,Saigal- 4 kW Roof Mounted Solar Array
279,ELECR23-0400,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/14/2023,02/15/2023,10/23/2023,04/25/2023,Permit,2241 Independence Blvd Ann Arbor MI 48104,09-12-03-219-006,5.2 kW Roof Mount Array
280,ELECR23-0474,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/14/2023,02/27/2023,11/06/2023,05/11/2023,Permit,1121 Clair Cir Ann Arbor MI 48103,09-09-19-406-034,"Installation of 12 panel solar array on residence roof, grid tied"
281,ELECR23-0518,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/14/2023,02/27/2023,11/15/2023,05/20/2023,Permit,2861 Provincial Dr Ann Arbor MI 48104,09-09-34-407-006,"Install 23 panel array on residence roof top, grid tied"
282,ELECR23-0526,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/14/2023,02/27/2023,11/07/2023,05/12/2023,Permit,1310 Iroquois Pl Ann Arbor MI 48104,09-09-33-313-011,"Install 28 panel solar array on residence roof top, grid tied"
283,ELECR23-0793,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/23/2023,03/15/2023,11/29/2023,06/03/2023,Permit,1115 Baldwin Ave Ann Arbor MI 48104,09-09-33-105-014,"8.03 kW Roof Mounted, 22 Panel Solar Array."
284,ELECR23-0824,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/27/2023,03/20/2023,02/05/2024,08/11/2023,Permit,3630 Terhune Rd Ann Arbor MI 48104,09-12-02-408-047,Installing 33 roof mounted solar panels.
285,ELECR23-0825,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/23/2023,03/20/2023,10/16/2023,04/18/2023,Permit,1045 Hasper Dr Ann Arbor MI 48103,09-09-19-301-024,Installation of a roof-mounted solar array consisting of (15) solar panels with micro-inverters and a surge arrester.
286,ELECR23-0853,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/27/2023,03/22/2023,11/08/2023,05/15/2023,Permit,1449 Morehead Dr Ann Arbor MI 48103,09-12-06-111-011,"Install 22 panel solar array on residence roof top, grid tied"
287,ELECR23-0854,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/27/2023,03/22/2023,11/07/2023,05/12/2023,Permit,1365 S Folkstone Ct Ann Arbor MI 48105,09-09-23-403-045,"Install 18 panel solar array on residence roof top, grid tied"
288,ELECR23-0861,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/30/2023,03/23/2023,02/26/2024,08/30/2023,Permit,548 N Main St Ann Arbor MI 48104,09-09-29-137-030,"Install 18 panel solar array on residence roof top, grid tied"
289,ELECR23-0862,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/30/2023,03/23/2023,03/18/2024,09/19/2023,Permit,542 N Main St Ann Arbor MI 48104,09-09-29-137-027,"Install 18 panel solar array on residence roof top with battery storage, grid tied"
290,ELECR23-0863,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/30/2023,03/23/2023,02/26/2024,08/30/2023,Permit,544 N Main St Ann Arbor MI 48104,09-09-29-137-028,"Install 18 panel solar array on residence roof top with battery storage, grid tied"
291,ELECR23-0891,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/30/2023,03/27/2023,10/24/2023,04/28/2023,Permit,448 Second St Ann Arbor MI 48103,09-09-29-313-014,8.76 kW Roof Mount System
292,ELECR23-0892,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/30/2023,03/27/2023,11/20/2023,05/24/2023,Permit,3810 Tremont Pl Ann Arbor MI 48105,09-09-26-100-033,7.38 kW Roof Mount System
293,ELECR23-0893,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/30/2023,03/27/2023,11/29/2023,06/03/2023,Permit,1437 Ardmoor Ave Ann Arbor MI 48103,09-09-31-419-004,8.2 kW Roof Mount System
294,ELECR23-0929,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/30/2023,03/29/2023,01/03/2024,07/04/2023,Permit,920 Lincoln Ave Ann Arbor MI 48104,09-09-33-101-003,12.19 kW Array
295,ELECR23-0965,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/30/2023,03/29/2023,12/11/2023,06/15/2023,Permit,2719 Manchester Rd Ann Arbor MI 48104,09-12-03-307-011,5.74 kW Array
296,ELECR23-1032,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/20/2023,03/30/2023,11/27/2023,05/31/2023,Permit,1304 Horman Ct Ann Arbor MI 48104,09-09-33-228-023,21 panel roof mounted solar array with battery backup
297,ELECR23-1039,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/20/2023,03/31/2023,10/30/2023,05/03/2023,Permit,1807 Avondale Ave Ann Arbor MI 48103,09-09-31-300-002,installation of 15 panel roof mounted solar array with battery backup
298,ELECR23-1071,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/20/2023,04/04/2023,11/29/2023,06/03/2023,Permit,515 W Summit St Ann Arbor MI 48103,09-09-20-316-011,18 panel roof mounted solar array with battery backup.
299,ELECR23-1076,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/10/2023,04/05/2023,12/04/2023,06/15/2023,Permit,2960 Lakeview Dr Ann Arbor MI 48103,09-08-25-110-001,"installation of 19 panel solar array, part on the roof, part on ground racking, with backup battery."
300,ELECR23-1077,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/18/2023,04/05/2023,11/20/2023,05/24/2023,Permit,525 Second St Ann Arbor MI 48103,09-09-29-317-019,5.74 kW Array
301,ELECR23-1098,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/20/2023,04/07/2023,12/27/2023,06/29/2023,Permit,2103 Copley Ave Ann Arbor MI 48104,09-09-34-317-007,7.22 kW Roof Mounted 19 Panel Solar Array with Battery Storage
302,ELECR23-1119,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/18/2023,04/10/2023,10/30/2023,07/04/2023,Permit,3428 Ashburnam Rd Ann Arbor MI 48105,09-09-11-304-016,5.53 kW PV Solar Panel Installation on Roof
303,ELECR23-1120,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/18/2023,04/10/2023,10/30/2023,05/04/2023,Permit,3298 Turnberry Ln Ann Arbor MI 48108,09-12-11-400-026,4.74 kW PV Solar Panel Installation on Roof
304,ELECR23-1163,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/20/2023,04/13/2023,01/22/2024,07/25/2023,Permit,1391 Esch Ct Ann Arbor MI 48104,09-12-04-405-004,Installation of a roof-mounted solar array consisting of (14) solar panels with micro-inverters and (2) Tesla Powerwall batteries.
305,ELECR23-1165,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/03/2023,04/14/2023,11/14/2023,05/19/2023,Permit,1008 W Washington St Ann Arbor MI 48103,09-09-30-100-006,installation of 28 panel roof mounted solar array with battery backup
306,ELECR23-1168,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Withdrawn,,,04/14/2023,,,Permit,515 W Summit St Ann Arbor MI 48103,09-09-20-316-011,installation of 18 panel solar array with ev charger and battery backup.
307,ELECR23-1183,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/20/2023,04/17/2023,11/20/2023,05/25/2023,Permit,511 Hiscock St Ann Arbor MI 48103,09-09-20-315-023,4.94 kW Roof Mounted 13 Panel Solar Array with Storage
308,ELECR23-1235,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/03/2023,04/24/2023,01/08/2024,07/14/2023,Permit,1210 Edgewood Ave Ann Arbor MI 48103,09-09-32-222-006,Installing roof mounted solar panels.
309,ELECR23-1268,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/03/2023,04/26/2023,12/04/2023,06/08/2023,Permit,1138 Martin Pl Ann Arbor MI 48104,09-09-33-103-025,6.08 kW Roof Mounted Solar Array with 16 Panels
310,ELECR23-1275,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/03/2023,04/26/2023,01/16/2024,07/21/2023,Permit,1200 Naples Ct Ann Arbor MI 48103,09-09-31-112-024,3.8 kW Roof Mounted 10 Panel Solar Array
311,ELECR23-1279,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/10/2023,04/27/2023,01/29/2024,08/01/2023,Permit,1129 Gott St Ann Arbor MI 48103,09-09-20-305-060,9.12 kW Roof Mounted 24 Panel Solar Array with Battery Backup
312,ELECR23-1299,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/03/2023,04/28/2023,01/29/2024,08/02/2023,Permit,1109 Pomona Rd Ann Arbor MI 48103,09-09-19-405-066,"Installing 37 roof mounted solar panels,"
313,ELECR23-1324,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/10/2023,05/01/2023,12/11/2023,06/15/2023,Permit,1139 Wendy Rd Ann Arbor MI 48103,09-09-19-410-043,5.74 kW roof mount solar with 16 kWh battery
314,ELECR23-1328,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/10/2023,05/01/2023,11/20/2023,05/25/2023,Permit,1765 Franklin Ct S Ann Arbor MI 48103,09-09-19-214-038,16 kWh battery
315,ELECR23-1329,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/10/2023,05/01/2023,12/18/2023,06/21/2023,Permit,3455 Vintage Valley Rd Ann Arbor MI 48105,09-09-23-300-005,"8.2 kW roof mount array
200A service panel upgrade"
316,ELECR23-1347,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/10/2023,05/02/2023,12/11/2023,06/15/2023,Permit,2871 Page Ave Ann Arbor MI 48104,09-12-04-406-015,"10.66 kW roof mount array
16kWh battery"
317,ELECR23-1360,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/10/2023,05/04/2023,02/19/2024,08/24/2023,Permit,1102 Olivia Ave Ann Arbor MI 48104,09-09-33-228-008,6.46 kW Roof Mounted Solar Array with 16 Panels and Battery Storage
318,ELECR23-1386,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/10/2023,05/08/2023,12/11/2023,06/15/2023,Permit,2564 Hawthorn Rd Ann Arbor MI 48104,09-09-34-404-010,12.3 kW Roof Mount Array
319,ELECR23-1387,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/10/2023,05/08/2023,12/19/2023,06/23/2023,Permit,3648 Wellington Cross St Ann Arbor MI 48105,09-09-26-100-044,8.61 kW Roof mount system
320,ELECR23-1476,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/18/2023,05/17/2023,11/28/2023,06/02/2023,Permit,2233 Medford Rd Ann Arbor MI 48104,09-12-03-213-005,3.2 kW PV Solar Panel Installation on Roof
321,ELECR23-1494,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/01/2023,05/18/2023,01/22/2024,07/26/2023,Permit,1512 Riverwood Dr Ann Arbor MI 48103,09-09-18-401-005,Installing 18 roof mounted solar panels.
322,ELECR23-1496,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/01/2023,05/18/2023,01/16/2024,07/20/2023,Permit,2032 Suffolk Ave Ann Arbor MI 48103,09-09-31-204-100,Installing 19 roof mounted solar panels.
323,ELECR23-1503,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/08/2023,05/18/2023,12/27/2023,06/28/2023,Permit,2424 Shannondale Rd Ann Arbor MI 48104,09-09-34-308-013,**SEE ELECR23-1468 FOR FEES**  BATTERY INSTALLATION ONLY.   Installation of (2) Tesla Powerwall batteries to be integrated with the existing solar array on site and a surge arrester.
324,ELECR23-1521,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/08/2023,05/19/2023,01/09/2024,07/19/2023,Permit,2869 Sorrento Ave Ann Arbor MI 48104,09-12-04-407-009,Installing 28 roof mounted solar panels.
325,ELECR23-1565,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/08/2023,05/23/2023,01/09/2024,07/14/2023,Permit,125 Fairview Dr Ann Arbor MI 48103,09-09-30-216-017,Installing 7 roof mounted solar panels.
326,ELECR23-1604,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/08/2023,05/25/2023,12/27/2023,07/01/2023,Permit,1421 Iroquois Pl Ann Arbor MI 48104,09-09-33-414-002,3.28 kW Roof mount system with battery
327,ELECR23-1606,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/08/2023,05/25/2023,09/09/2024,03/16/2024,Permit,1731 Sanford Pl Ann Arbor MI 48103,09-09-31-412-013,**HOMEOWNER PERMIT**  8.2kW Solar panel installation with 6.8kW inverter and DC battery backup
328,ELECR23-1609,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/08/2023,05/26/2023,02/05/2024,08/12/2023,Permit,2031 Fair St Ann Arbor MI 48103,09-09-30-303-007,Installing 18 roof mounted solar panels.
329,ELECR23-1634,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/08/2023,05/31/2023,01/16/2024,07/18/2023,Permit,8 Bristol Ct Ann Arbor MI 48104,09-12-02-104-008,3.2 kW PV Solar Panel Installation on Roof
330,ELECR23-1641,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/08/2023,06/01/2023,01/16/2024,07/21/2023,Permit,1725 Arbordale St Ann Arbor MI 48103,09-09-31-214-002,Propose to install (11) REC 405W Solar Panels on the existing roof of the home. Installation of a 10KWH Encharge Battery.
331,ELECR23-1642,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/18/2023,06/01/2023,01/09/2024,07/14/2023,Permit,2241 Delaware Dr Ann Arbor MI 48103,09-12-06-109-007,Installing 9 roof mounted solar panels.
332,ELECR23-1644,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/13/2023,06/01/2023,02/06/2024,08/11/2023,Permit,224 Crest Ave Ann Arbor MI 48103,09-09-30-104-011,Installing 13 roof mounted solar panels.
333,ELECR23-1651,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/08/2023,06/01/2023,12/27/2023,07/01/2023,Permit,2114 Ridge Ave Ann Arbor MI 48104,09-12-03-207-007,5.33 kW Roof Mount Solar
334,ELECR23-1669,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/18/2023,06/01/2023,01/08/2024,07/15/2023,Permit,3801 Wynnstone Dr Ann Arbor MI 48105,09-09-23-403-062,13.94 kW Roof Mount Solar
335,ELECR23-1696,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/07/2023,06/02/2023,02/20/2024,08/25/2023,Permit,630 Dartmoor Rd Ann Arbor MI 48103,09-09-30-316-015,"13.12 kW Roof Mount Array
16kWh battery
service panel upgrade"
336,ELECR23-1701,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/06/2023,06/05/2023,02/12/2024,09/08/2023,Permit,2021 Suffolk Ave Ann Arbor MI 48103,09-09-31-207-012,Installing 20 roof mounted solar panels.
