,Case Number,Type,Status,Project Name,Issued Date,Applied Date,Expiration Date,Finalized Date,Module Name,Address,Main Parcel,Description
659,ELECR24-3832,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Expired,,12/12/2024,12/06/2024,07/28/2025,,Permit,2273 Hickory Point Dr Ann Arbor MI 48105,09-09-09-400-005,"Residential Roof Mount Photovoltaic System
SYSTEM SIZE (DC): 14 X 425 = 5.950 kW SYSTEM SIZE (AC): 4.066 kW @ 240V MODULES: 14 X JINKO: JKM425N-54HL4-B (425W) MICRO-INVERTER: 14 ENPHASE IQ8PLUS-72-M-US"
660,ELECR24-3834,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Expired,,12/16/2024,12/06/2024,07/28/2025,,Permit,3053 Turnberry Ln Ann Arbor MI 48108,09-12-11-102-015,"Residential Roof Mounted Solar Photovoltaic System 
SYSTEM SIZE (DC): 15 X 410 = 6.150 kW SYSTEM SIZE (AC): 4.356 kW @ 240V MODULES: 15 X QCELL: Q.PEAK DUP BLK ML-G10+ 410 (410W) MICRO-INVERTER: 15 ENPHASE IQ8PLUS-72-M-US"
661,ELECR24-3901,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,12/20/2024,12/11/2024,10/14/2025,04/19/2025,Permit,3440 La Salle Dr Ann Arbor MI 48108,09-12-11-205-006,Battery back up added to existing solar PV system
662,ELECR24-3909,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,12/20/2024,12/12/2024,01/05/2026,07/12/2025,Permit,3145 Baylis Dr Ann Arbor MI 48108,09-12-10-201-104,"8.8 kW Roof Mount Array
10kWh Battery system"
663,ELECR24-3928,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Expired,,12/20/2024,12/12/2024,08/04/2025,,Permit,1010 Bruce St Ann Arbor MI 48103,09-09-19-314-009,4.455 kW PV Solar Panel Installation on Roof
664,ELECR24-3996,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,01/13/2025,12/23/2024,07/21/2025,01/22/2025,Permit,219 Virginia Ave Ann Arbor MI 48103,09-09-30-110-022,Rooftop solar installation
665,ELECR24-4024,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,01/14/2025,12/30/2024,08/06/2025,02/23/2025,Permit,625 Green Rd Ann Arbor MI 48105,09-09-26-203-028,Rooftop solar installation
666,ELECR24-4035,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,01/14/2025,12/30/2024,08/12/2025,02/16/2025,Permit,625 Fountain St Ann Arbor MI 48103,09-09-20-314-017,"Addition of 2.0kW array and 2, 10kWh batteries at existing solar site"
667,ELECR25-0021,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,01/24/2025,01/06/2025,09/02/2025,03/09/2025,Permit,3191 Otter Creek Ct Ann Arbor MI 48105,09-09-10-302-057,Installing 27 roof mounted solar panels and 6 homegrid stacked batteries.
668,ELECR25-0153,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,02/05/2025,01/21/2025,12/15/2025,06/20/2025,Permit,3154 Sunnywood Dr Ann Arbor MI 48103,09-08-25-212-003,Solar panels added to existing system
669,ELECR25-0209,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,02/05/2025,01/24/2025,08/27/2025,03/05/2025,Permit,2010 Marra Dr Ann Arbor MI 48103,09-12-05-203-107,Adding batteries to existing roof mount system
670,ELECR25-0263,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,02/05/2025,01/31/2025,09/29/2025,04/01/2025,Permit,2809 Leslie Park Cir Ann Arbor MI 48105,09-09-16-101-001,5.85 kW INSTALLATION OF ROOFTOP MOUNTED PHOTOVOLTAIC SOLAR SYSTEM- 13 panels
671,ELECR25-0297,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,02/13/2025,02/04/2025,10/01/2025,04/09/2025,Permit,1613 Waltham Dr Ann Arbor MI 48103,09-09-31-306-034,Installing (16) roof mounted solar panels. (2) Enphase batteries and (1) Enphase EV Charger.
672,ELECR25-0321,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/07/2025,02/05/2025,10/06/2025,04/17/2025,Permit,1941 Geddes Ave Ann Arbor MI 48104,09-09-28-401-001,Install solar panels on the roof
673,ELECR25-0370,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,02/28/2025,02/11/2025,09/24/2025,03/29/2025,Permit,1503 Brooklyn Ave Ann Arbor MI 48104,09-09-33-421-002,Rooftop Solar PV Installation
674,ELECR25-0463,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,02/28/2025,02/20/2025,10/28/2025,,Permit,3000 Geddes Ave Ann Arbor MI 48104,09-09-34-115-017,"Installation of (69) roof mounted solar panels with microinverters, (4) home energy storage systems in a fire proofed room and (2) surge arrestors."
675,ELECR25-0468,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,02/28/2025,02/21/2025,09/17/2025,06/05/2025,Permit,2240 Rivenoak Ct Ann Arbor MI 48103,09-09-18-400-114,4 solar panel addon to existing system
676,ELECR25-0481,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/07/2025,02/24/2025,12/15/2025,06/17/2025,Permit,2144 Champagne Dr Ann Arbor MI 48108,09-12-10-302-043,5.28 kW Roof Mount Array
677,ELECR25-0559,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/10/2025,03/04/2025,10/20/2025,04/22/2025,Permit,2850 Ember Way Ann Arbor MI 48104,09-12-03-312-016,7.225 kW residential solar system to be installed on roof
678,ELECR25-0587,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/14/2025,03/06/2025,10/01/2025,04/09/2025,Permit,1821 Ferdon Rd Ann Arbor MI 48104,09-09-33-401-013,Adding batteries to existing roof system
679,ELECR25-0602,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/17/2025,03/07/2025,10/06/2025,04/10/2025,Permit,2248 Prairie St Ann Arbor MI 48105,09-09-14-300-003,"Installation of (16) roof mounted solar panels with microinverters, (1) home energy storage system in garage, (1) surge arrestor."
680,ELECR25-0613,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/30/2025,03/10/2025,02/16/2026,09/07/2025,Permit,501 Burson Pl Ann Arbor MI 48104,09-09-27-311-008,Installation of solar panels on the roof
681,ELECR25-0688,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/30/2025,03/17/2025,10/07/2025,04/13/2025,Permit,1451 Argyle Cres Ann Arbor MI 48103,09-09-19-205-008,"Installing 5.6kW roof mount array, 2, 10kWh batteries, upgraded inverter, backup interface, service disconnect, 60A subpanel in garage at existing 5.56kW roof mount system"
682,ELECR25-0695,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,03/30/2025,03/18/2025,12/15/2025,06/20/2025,Permit,2560 Emerald Ave Ann Arbor MI 48104,09-12-03-223-015,"Installation of (8) solar panels, (1) inverter and (1) Battery to the existing solar system."
683,ELECR25-0718,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Withdrawn,,,03/19/2025,,,Permit,501 Burson Pl Ann Arbor MI 48104,09-09-27-311-008,*Withdrawn - by applicant* Install Solar Panels on Roof
684,ELECR25-0743,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/09/2025,03/21/2025,11/18/2025,05/23/2025,Permit,1115 Vesper Rd Ann Arbor MI 48103,09-09-19-106-002,"12.76kW roof mount solar
11.4kW inverter
2 - batteries"
685,ELECR25-0744,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Expired,,04/08/2025,03/21/2025,10/05/2025,,Permit,468 Burr Oak Dr Ann Arbor MI 48103,09-08-25-404-024,6.8 kW residential solar system to be installed on roof
686,ELECR25-0747,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/08/2025,03/21/2025,01/05/2026,07/10/2025,Permit,1105 Ravenwood Ave Ann Arbor MI 48103,09-08-24-200-022,6.8 kW residential solar system to be installed on roof
687,ELECR25-0764,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Expired,,04/08/2025,03/24/2025,10/05/2025,,Permit,2986 Atterberry Dr Ann Arbor MI 48103,09-08-25-407-014,11.9 kW residential solar system to be installed on roof
688,ELECR25-0783,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/08/2025,03/25/2025,03/11/2026,09/13/2025,Permit,3089 Turnberry Ln Ann Arbor MI 48108,09-12-11-102-006,8.925 kW residential solar system to be installed on roof
689,ELECR25-0788,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/08/2025,03/26/2025,01/26/2026,07/30/2025,Permit,1146 Miller Ave Ann Arbor MI 48103,09-09-19-410-023,Installing 36 roof mounted solar panels.
690,ELECR25-0800,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/08/2025,03/28/2025,11/18/2025,05/25/2025,Permit,1611 Dexter Ave Ann Arbor MI 48103,09-09-30-117-021,Installing 23 roof mounted solar panels. (8) Enphase batteries and (1) EV Charger. Upgrading service to 200A.
691,ELECR25-0828,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/16/2025,04/01/2025,11/03/2025,05/10/2025,Permit,502 Crest Ave Ann Arbor MI 48103,09-09-30-417-004,"Installation of (12) roof mounted solar panels with microinverters, (1) consumption meter and (1) surge arrestor."
692,ELECR25-0845,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/16/2025,04/03/2025,12/19/2025,08/13/2025,Permit,2536 Jade Ct Ann Arbor MI 48103,09-08-36-400-043,"This project includes (12) roof mounted solar modules, (1) home energy storage system with a integrated inverter located in garage, (1) surge arrestor and (1) Main Service Panel 200A upgrade."
693,ELECR25-0900,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/28/2025,04/10/2025,11/03/2025,05/08/2025,Permit,2740 Lowell Rd Ann Arbor MI 48103,09-09-18-103-006,"Installation of (13) roof mounted solar panels with microinverters, (1) home energy storage system in garage and (1) integrated heat detection device per NEC. 

Add on to an existing system."
694,ELECR25-0914,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/28/2025,04/11/2025,11/17/2025,05/23/2025,Permit,1102 Olivia Ave Unit: 1 Ann Arbor MI 48104,09-09-33-228-008,Adding 4 panels to their existing 17 panel solar system.
695,ELECR25-0956,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/28/2025,04/17/2025,02/09/2026,09/18/2025,Permit,2521 James St Ann Arbor MI 48104,09-12-04-123-008,Installation of solar panels on the existing roof of the home and detached garage.
696,ELECR25-0980,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/29/2025,04/21/2025,12/02/2025,06/08/2025,Permit,826 Vesper Rd Ann Arbor MI 48103,09-09-20-200-022,Installing 10 roof mounted solar panels.
697,ELECR25-0987,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/29/2025,04/21/2025,12/15/2025,07/11/2025,Permit,1301 Lutz Ave Ann Arbor MI 48103,09-09-30-414-019,Rooftop solar PV system w/ battery backup
698,ELECR25-0997,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/29/2025,04/22/2025,11/12/2025,05/18/2025,Permit,2000 Anderson Ct Ann Arbor MI 48104,09-12-04-107-010,"This project includes the installation of (30) roof mounted solar panels with microinverters, (2) home energy storage systems in garage, (1) integrated heat detection device per NEC and (1) surge arrestor."
699,ELECR25-1001,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,04/29/2025,04/22/2025,12/22/2025,06/28/2025,Permit,1609 Shadford Rd Ann Arbor MI 48104,09-09-33-427-014,Battery addition to existing solar
700,ELECR25-1157,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/04/2025,05/07/2025,12/15/2025,06/20/2025,Permit,1765 Franklin Ct S Ann Arbor MI 48103,09-09-19-214-038,Adding battery to existing roof system
701,ELECR25-1196,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,06/08/2025,05/12/2025,12/05/2025,,Permit,1013 Rose Ave Ann Arbor MI 48104,09-09-33-330-018,Added 7 new panels to existing 15 panel system.
702,ELECR25-1206,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,06/04/2025,05/13/2025,12/01/2025,,Permit,2327 Greenway Trl Ann Arbor MI 48104,09-12-03-100-073,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
703,ELECR25-1208,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,06/06/2025,05/13/2025,12/03/2025,,Permit,2325 Greenway Trl Ann Arbor MI 48104,09-12-03-100-072,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
704,ELECR25-1209,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,06/06/2025,05/13/2025,12/03/2025,,Permit,2321 Greenway Trl Ann Arbor MI 48104,09-12-03-100-071,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
705,ELECR25-1211,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,06/06/2025,05/13/2025,12/03/2025,,Permit,2319 Greenway Trl Ann Arbor MI 48104,09-12-03-100-070,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
706,ELECR25-1239,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,05/21/2025,05/15/2025,01/05/2026,07/11/2025,Permit,3105 Lexington Dr Ann Arbor MI 48105,09-09-14-208-002,"6.6kW Roof mount array
6.0kW inverter
addition of 100A service panel"
707,ELECR25-1265,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/04/2025,05/19/2025,12/22/2025,06/26/2025,Permit,1760 Scio Church Rd Ann Arbor MI 48103,09-09-31-410-012,8.1 kW residential solar system to be installed on roof
708,ELECR25-1314,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,06/08/2025,05/22/2025,12/05/2025,,Permit,1313 Fountain St Ann Arbor MI 48103,09-09-20-202-052,Mount 36 modules on west roof. Sol-Ark 15k inverter with Homegrid batteries
709,ELECR25-1326,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/08/2025,05/23/2025,03/09/2026,09/13/2025,Permit,2015 Anderson Ave Ann Arbor MI 48104,09-12-04-108-005,"13.2 kW Roof mount array
11.5kW inverter/battery system"
710,ELECR25-1331,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,06/08/2025,05/27/2025,01/20/2026,,Permit,3021 Turnberry Ln Ann Arbor MI 48108,09-12-11-102-023,Installation of solar panels on the existing roof of the home.
711,ELECR25-1339,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Fees Due,,06/08/2025,05/28/2025,01/20/2026,,Permit,647 Barber Ave Ann Arbor MI 48103,09-08-24-301-016,14.19 kW PV Solar Panel Installation on Roof - 33 panels
712,ELECR25-1350,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/08/2025,05/29/2025,02/23/2026,08/27/2025,Permit,1602 Traver St Ann Arbor MI 48105,09-09-21-208-013,"Adding 14, 440W roof mount panels to an existing  5.52kW roof mount system"
713,ELECR25-1359,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/15/2025,05/29/2025,03/10/2026,09/12/2025,Permit,1823 Ivywood Dr Ann Arbor MI 48103,09-09-30-313-004,"installation of 4.84kW of solar
Tesla 11.5kW inverter/13.5kW Battery"
714,ELECR25-1401,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/15/2025,06/02/2025,02/23/2026,08/29/2025,Permit,3118 Lexington Dr Ann Arbor MI 48105,09-09-14-204-015,Installing PV system and battery to home
715,ELECR25-1425,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,06/18/2025,06/05/2025,02/23/2026,08/27/2025,Permit,920 Lincoln Ave Ann Arbor MI 48104,09-09-33-101-003,Adding solar panels to existing PV system
716,ELECR25-1426,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Fees Due,,06/18/2025,06/05/2025,03/06/2026,,Permit,1905 Timber Trl Ann Arbor MI 48103,09-09-18-305-007,6.3 kW PV Solar Panel Installation on Roof - 14 panels
717,ELECR25-1449,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/11/2025,06/09/2025,03/17/2026,09/27/2025,Permit,1160 Bardstown Trl Ann Arbor MI 48105,09-09-23-407-009,"7.92kW of roof mount solar
18, 440W panels
10kW inverter"
718,ELECR25-1452,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/11/2025,06/09/2025,02/10/2026,08/18/2025,Permit,908 Sunnyside Blvd Ann Arbor MI 48103,09-09-32-200-005,"6.6kW roof mount array
6kW SolarEdge inverter
Service Panel Upgrade"
719,ELECR25-1458,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/08/2025,06/10/2025,02/11/2026,08/21/2025,Permit,1016 Daniel St Ann Arbor MI 48103,09-09-20-405-001,Installation of (30) roof mounted solar panels with microinverters and (1) surge arrestor.
720,ELECR25-1473,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Fees Due,,07/12/2025,06/10/2025,03/10/2026,,Permit,1811 Hanover Rd Ann Arbor MI 48103,09-09-31-304-002,"4.05 kW PV Solar Panel Installation on Roof - 10 panels
UPGRADE(S) OF EXISTING ELECTRICAL EQUIPMENT AS NEEDED FOR CODE COMPLIANCE AND TO ACCOMMODATE PV INSTALLATION"
721,ELECR25-1509,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/12/2025,06/13/2025,03/11/2026,09/14/2025,Permit,2116 Devonshire Rd Ann Arbor MI 48104,09-09-34-216-010,Installing PV and Tesla Powerwall 3 at home
722,ELECR25-1558,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/12/2025,06/17/2025,01/26/2026,07/29/2025,Permit,1597 Greenview Dr Ann Arbor MI 48103,09-09-31-403-034,7.29 kW PV Solar Panel Installation on Roof - 18 panels
723,ELECR25-1568,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/12/2025,06/18/2025,02/23/2026,09/18/2025,Permit,1337 Orkney Dr Ann Arbor MI 48103,09-09-20-203-007,Installation of solar panels on the existing roof of the home.
724,ELECR25-1574,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/12/2025,06/18/2025,03/30/2026,10/02/2025,Permit,1021 Bruce St Ann Arbor MI 48103,09-09-19-318-023,Adding solar panels and batteries to existing PV system
725,ELECR25-1624,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/12/2025,06/24/2025,02/17/2026,08/22/2025,Permit,2431 Manchester Rd Ann Arbor MI 48104,09-12-03-216-021,"Installation of (9) roof mounted solar panels, (1) home energy storage system in garage and (1) surge arrestor. 

This is being added on to an existing system."
726,ELECR25-1653,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,07/17/2025,06/26/2025,01/13/2026,,Permit,2647 Georgetown Blvd Ann Arbor MI 48105,09-09-14-208-033,"**REQUEST Contractor submit 9/4 Revisions for review)**
 - 7.20 kW PV Solar Panel Installation on Roof - 16 panels. Back-up battery included"
727,ELECR25-1654,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Fees Due,,07/17/2025,06/26/2025,03/16/2026,,Permit,590 Archwood Dr Ann Arbor MI 48103,09-08-24-402-007,Installing PV system at home
728,ELECR25-1672,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,07/17/2025,06/27/2025,01/13/2026,,Permit,1307 Harbrooke Ave Ann Arbor MI 48103,09-09-30-131-014,8.91 kW residential solar system to be installed on roof with a new 200 A main service panel upgrade
729,ELECR25-1689,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,08/11/2025,06/30/2025,03/31/2026,,Permit,1072 Morningside Dr Ann Arbor MI 48103,09-09-19-402-007,"Installation of 22 roof mount solar panels, inverter and batteries"
730,ELECR25-1698,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,07/17/2025,07/01/2025,01/13/2026,,Permit,514 W Keech Ave Ann Arbor MI 48103,09-09-32-230-003,Install Roof Mount Solar
731,ELECR25-1705,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Fees Due,,08/21/2025,07/01/2025,03/31/2026,,Permit,2391 Delaware Ct Ann Arbor MI 48103,09-12-05-203-039,6.02 kW PV Solar Panel Installation on Roof - 14 panels
732,ELECR25-1720,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/17/2025,07/03/2025,03/09/2026,09/10/2025,Permit,1336 Glendaloch Cir Ann Arbor MI 48104,09-09-34-112-011,"Installation of (23) roof mounted solar panels with microinverters, (2) home energy storage systems in garage and (1) surge arrestor. 

Project includes new wiring for preexisting sub panel as well."
733,ELECR25-1738,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/16/2025,07/07/2025,03/16/2026,09/18/2025,Permit,2299 Canyon Ct Ann Arbor MI 48105,09-09-10-305-006,Install Roof Mount Solar
734,ELECR25-1742,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/23/2025,07/08/2025,02/16/2026,08/20/2025,Permit,1231 Van Dusen Dr Ann Arbor MI 48103,09-09-31-109-010,Rooftop solar install
735,ELECR25-1743,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/17/2025,07/08/2025,03/04/2026,09/11/2025,Permit,2270 Glendaloch Rd Ann Arbor MI 48104,09-09-34-112-002,Rooftop Solar Install
736,ELECR25-1748,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/23/2025,07/08/2025,03/11/2026,09/13/2025,Permit,2560 Emerald Ave Ann Arbor MI 48104,09-12-03-223-015,Installation of a Battery to the existing solar system as well as an EV charger
737,ELECR25-1770,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,07/23/2025,07/09/2025,03/24/2026,,Permit,468 Burr Oak Dr Ann Arbor MI 48103,09-08-25-404-024,Installation of 12 roof mounted solar panels
738,ELECR25-1778,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,07/23/2025,07/09/2025,01/19/2026,,Permit,2861 Esch Ave Ann Arbor MI 48104,09-12-04-404-022,11.550kW Roof Mounted Solar Panel PV System
739,ELECR25-1780,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/23/2025,07/09/2025,03/16/2026,09/19/2025,Permit,411 Burr Oak Dr Ann Arbor MI 48103,09-08-25-407-009,7.92kW of roof mount solar with Tesla inverter/battery
740,ELECR25-1788,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,07/23/2025,07/10/2025,01/19/2026,,Permit,2839 Marshall St Ann Arbor MI 48108,09-12-10-103-006,4.86 kW residential solar system to be installed on roof
741,ELECR25-1789,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/23/2025,07/10/2025,03/04/2026,09/12/2025,Permit,2220 Applewood Ct Ann Arbor MI 48103,09-09-18-400-082,Installing Solar array and Tesla Inverter
742,ELECR25-1791,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,07/23/2025,07/10/2025,03/04/2026,09/12/2025,Permit,2224 Applewood Ct Ann Arbor MI 48103,09-09-18-400-084,Installing solar array and Tesla inverter
743,ELECR25-1834,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,07/23/2025,07/11/2025,01/19/2026,,Permit,2892 Renfrew St Ann Arbor MI 48105,09-09-15-405-042,Install Roof Mount Solar w/storage & MPU
744,ELECR25-1841,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,07/30/2025,07/14/2025,03/16/2026,,Permit,1690 Northbrook Dr Ann Arbor MI 48103,09-12-06-400-029,Rooftop Solar & Battery install
745,ELECR25-1845,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,07/30/2025,07/14/2025,01/26/2026,,Permit,1518 Linwood Ave Ann Arbor MI 48103,09-09-30-126-005,Rooftop solar & battery install
746,ELECR25-1846,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,07/30/2025,07/14/2025,01/26/2026,,Permit,415 Manor Dr Ann Arbor MI 48105,09-09-16-309-005,rooftop solar install
747,ELECR25-1847,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,07/30/2025,07/14/2025,01/26/2026,,Permit,1395 S Folkstone Ct Ann Arbor MI 48105,09-09-23-400-040,rooftop solar install
748,ELECR25-1848,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,08/11/2025,07/14/2025,02/07/2026,,Permit,912 Daniel St Ann Arbor MI 48103,09-09-20-406-017,rooftop solar/battery install
749,ELECR25-1851,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,08/11/2025,07/14/2025,02/07/2026,,Permit,1305 Arborview Blvd Ann Arbor MI 48103,09-09-30-130-015,Rooftop solar & battery install
750,ELECR25-1867,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,07/30/2025,07/15/2025,01/26/2026,,Permit,2801 Hampshire Rd Ann Arbor MI 48104,09-12-03-403-038,rooftop solar install w/ battery
751,ELECR25-1886,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,07/30/2025,07/16/2025,01/26/2026,,Permit,3106 Hilltop Dr Ann Arbor MI 48103,09-08-25-203-006,Solar Panel addition to existing system
752,ELECR25-1887,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,07/30/2025,07/16/2025,01/26/2026,,Permit,806 Center Dr Ann Arbor MI 48103,09-08-24-413-005,"Install Roof Mount Solar, w/ storage"
753,ELECR25-1896,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,07/30/2025,07/17/2025,01/26/2026,,Permit,2863 Esch Ave Ann Arbor MI 48104,09-12-04-404-023,7.7kW Roof Mounted Solar Panel PV System
754,ELECR25-1902,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Fees Due,,08/11/2025,07/17/2025,03/17/2026,,Permit,2401 Pinecrest Ave Ann Arbor MI 48104,09-12-02-405-003,6.48 kW residential solar system to be installed on roof
755,ELECR25-1934,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/11/2025,07/22/2025,03/16/2026,09/18/2025,Permit,16 Donegal Ct Ann Arbor MI 48104,09-12-02-401-018,3.69 kW residential solar system to be installed on roof
756,ELECR25-1935,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,08/11/2025,07/22/2025,02/07/2026,,Permit,3336 Tacoma Cir Ann Arbor MI 48108,09-12-09-108-021,Solar install
757,ELECR25-1942,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Issued,,08/14/2025,07/22/2025,02/10/2026,,Permit,2 Geddes Heights Dr Ann Arbor MI 48104,09-09-28-414-009,Adding solar and battery storage at home
758,ELECR25-1980,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Fees Due,,08/14/2025,07/24/2025,03/20/2026,,Permit,3 Gallway Ct Ann Arbor MI 48104,09-12-02-402-022,5.67 kW residential solar system to be installed on roof
759,ELECR25-1996,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Fees Due,,08/14/2025,07/25/2025,03/23/2026,,Permit,1115 Fountain St Ann Arbor MI 48103,09-09-20-302-027,Adding PV system to home
760,ELECR25-2002,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Final,,08/14/2025,07/25/2025,03/18/2026,09/27/2025,Permit,2026 Hill St Ann Arbor MI 48104,09-09-28-404-008,"8.8kW roof mount solar
11.5kW inverter/13.5kWh battery"
