Permit #,Workclass,Issue Date,Address,Description,Contractor
TC-RES-0724-04080,Solar,09/17/2024,,ROOF MOUNT INSTALLATION OF 4.455kW DC PHOTOVOLTAIC SYSTEM,Gilberto Sanchez
TC-RES-0724-04250,Solar,09/19/2024,,Installation of a 14.220kw dc system/ConnectDER,Project Manager
TC-RES-0724-04317,Solar,09/16/2024,,"Roof-mounted PV solar installation, 29 modules, 12.18kW DC, 9.425kW AC, with  main panel upgrade, with meter",Saguaro Solar Electric
TC-RES-0724-04472,Solar,09/20/2024,,Installation of Roof mounted 4.0kW PV System with Battery & Derate,Our World Energy
TC-RES-0824-04566,Solar,09/18/2024,,"INSTALLATION OF NEW PHOTOVOLTAIC SYSTEM (10.92kW DC, 9.10kW AC) CONSISTING OF 28 MEYER",Kevin P Flaws
TC-RES-0824-04581,Solar,09/16/2024,,Installation of Roof mounted 8.40kW PV System with Battery,Our World Energy
TC-RES-0824-04632,Solar,09/17/2024,"5725 E 2ND ST, TUCSON, AZ 85711","Roof mount 8.60kW DC photovoltaic solar system; 20 modules; 27 kWh Storage, 2 Tesla Powerwall-3 battery with",Technicians for Sustainability
TC-RES-0824-04686,Solar,09/16/2024,,Installation of Roof mounted 5.60kW PV System,Our World Energy
TC-RES-0824-04740,Solar,09/19/2024,,Installation of Roof mounted 7.60kW PV System with Battery,Our World Energy
TC-RES-0824-04747,Solar,09/16/2024,,PV Solar Roof Mounted,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0824-04750,Solar,09/16/2024,,Installation of a 5.135kw dc system,Project Manager
TC-RES-0824-04752,Solar,09/16/2024,,Installation of Roof mounted 6.0kW PV System with Battery & 225A MPU,Our World Energy
TC-RES-0824-04760,Solar,09/19/2024,,installation of rooftop photovoltaic solar systems 2.9kw AC with 10 microinverters and 10 modules,Burro Enterprises
TC-RES-0824-04773,Solar,09/18/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0824-04779,Solar,09/19/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0824-04785,Solar,09/17/2024,,Installation of Roof mounted 12.0kW PV System with Battery,Our World Energy
TC-RES-0824-04797,Solar,09/17/2024,,"ROOF MOUNT INSTALLATION OF 5.740kW DC PHOTOVOLTAIC SYSTEM, and REDUCTION OF MAIN BREAKER",Gilberto Sanchez
TC-RES-1223-10085,Solar,09/16/2024,,"INSTALLATION OF A 33 - 400W MODULE, 13.2kW DC / 13.1kW AZ SOLAR PV ARRAY MOUNTED ON NEW",Daniel C Norman
,Solar,09/19/2023,,R - Installation of roof mounted solar power,On Point Solar Power
TC-RES-0123-02069,Solar,09/21/2023,,"20 MODULES-ROOF MOUNTED - 7.60 kW DC, 5.80 kW AC",ADT Solar LLC
TC-RES-0223-03011,Solar,09/21/2023,,13 x 400w panels,Kailee Roma
TC-RES-0423-04123,Solar,09/19/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0423-04766,Solar,09/20/2023,,6.4KW DC/ 5.0KW AC,Freedom Forever
TC-RES-0523-05182,Solar,09/20/2023,,"REV#1 MAX PORTRAIT OC SPACING CHANGED FROM 6'- 0"" PLANS HAVE BEEN CORRECTED, SEE REVISION","Sunrun Installation Services, Inc"
TC-RES-0723-06637,Solar,09/20/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0723-06672,Solar,09/21/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0723-06847,Solar,09/21/2023,,200A Standard Panel Upgrade,AZ Sun Services
TC-RES-0823-07009,Solar,09/19/2023,,Installation of a roof mounted pv system,LGCY Installation Services
TC-RES-0823-07260,Solar,09/20/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0823-07329,Solar,09/20/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0823-07464,Solar,09/19/2023,,Installation of a 14.40 Kw DC/ 11.7KW AC pv system,Our World Energy
TC-RES-0823-07522,Solar,09/19/2023,,Installation of a 7.20 kW DC/ 5.85KW AC pv system,Our World Energy
TC-RES-0823-07523,Solar,09/19/2023,,Installation of a 8.40 kW DC/ 6.82KW AC pv system,Our World Energy
TC-RES-0823-07532,Solar,09/20/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0823-07539,Solar,09/21/2023,,10kW DC/ 7.6KW AC roof mounted PV system,Sunbright Solar
TC-RES-0823-07564,Solar,09/18/2023,,Residential Roof Top Solar Installation using ballasted panel system.,Sunstate Power & Solar Solutions LLC
TC-RES-0823-07577,Solar,09/20/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0823-07582,Solar,09/22/2023,"207 S AVENIDA DEL PALO 
FIERRO, TUCSON, AZ 85745",Install a 4.0 kW DC rooftop solar electric system.,Net Zero Solar
TC-RES-0823-07583,Solar,09/22/2023,"2715 E 6TH ST, TUCSON, AZ 85716",Install a 4.0 kW DC rooftop solar electric system on the existing detached garage.,Net Zero Solar
TC-RES-0823-07602,Solar,09/19/2023,,Installation of a 5.60 kW pv system / MPU - 200 AMP,Our World Energy
TC-RES-0823-07656,Solar,09/18/2023,,Installation of a 6.30 kW DC/ 4.55KW AC pv system,Our World Energy
TC-RES-0823-07672,Solar,09/18/2023,,Install 6.16KW DC/ 4.06KW AC rooftop solar,Storm Pro Energy LLC
TC-RES-0823-07706,Solar,09/18/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0823-07712,Solar,09/19/2023,,Roof-mounted solar PV installation,Andres Bautista-Aranda
TC-RES-0923-07751,Solar,09/18/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0923-07758,Solar,09/18/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0923-07772,Solar,09/21/2023,,"Roof mount 4.10 kW DC photovoltaic solar system; 10 AC modules, 1 branches, 20A PV breaker on 100A bus with 100A",Technicians for Sustainability
TC-RES-0923-07773,Solar,09/21/2023,"2509 E 5TH ST, TUCSON, AZ 85716","roof mount 1.2 kW DC addition to existing photovoltaic solar system (new total system size: 6.27 kW), 3 additional modules,",Technicians for Sustainability
TC-RES-0923-07817,Solar,09/21/2023,,Installation of solar panels on roof of a residential home.,Alex Villanueva
TC-RES-0923-07823,Solar,09/20/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0923-07842,Solar,09/21/2023,,175a derate of main breaker,Titan Solar Power Inc
TC-RES-0923-07853,Solar,09/21/2023,,Roof Mounted PV Solar System 4.0 KW DC/ 2.9KW AC,Kailee Roma
TC-RES-0923-07883,Solar,09/21/2023,,19.27 KW DC SOLAR PHOTOVOLTAIC SYSTEM ROOF MOUNTED & MAIN PANEL UPGRADE TO 200 A.,Solar Topps LLC
TC-RES-0923-07912,Solar,09/21/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0923-07913,Solar,09/21/2023,,New Solar PV Installation,Andres Bautista-Aranda
TC-RES-0923-07919,Solar,09/21/2023,,"Roof mount 6.97 kW DC photovoltaic solar system; 17 AC modules, 2 branches, PV Combiner Box, 40A PV breaker on",Technicians for Sustainability
TC-RES-0923-07923,Solar,09/21/2023,,Installation of solar panels on roof of a residential home.,Alex Villanueva
TC-RES-1222-01545,Solar,09/19/2023,,Roof Mounted PV system with Production meter and AC Disco,Freedom Forever
TC-RES-0424-02398,Solar,09/23/2024,,"New roof mount solar, grid tied system. This includes 4 - 410 Watt solar panels with Enphase Micro Inverters linked to",
TC-RES-0524-03050,Solar,09/25/2024,,"5.74kW Roof Mounted,  Photovoltaic System",Craig Murphy
TC-RES-0624-03365,Solar,09/24/2024,,PV System + Storage,The Solar Store
TC-RES-0724-03964,Solar,09/24/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0724-04261,Solar,09/24/2024,,Installation of a 14.220kw dc system/MPU 200A,Project Manager
TC-RES-0724-04345,Solar,09/26/2024,,Installation of a roof mounted 3.95 DC KW PV System,Southwest Electric Inc
TC-RES-0824-04617,Solar,09/25/2024,,Installation of a 12.78kW PV system;  TESLA POWERWALL 3; NEW TESLA BACKUP SWITCH,Eric J Fisher
TC-RES-0824-04628,Solar,09/24/2024,,INSTALLATION OF SYSTEM SIZE: 9.43 kW DC STC & 11.50 kW AC; (01) TESLA POWERWALL 3 INTEGRATED,Eric J Fisher
TC-RES-0824-04852,Solar,09/24/2024,,Installation of Roof mounted 8.80kW PV system with existing system / ConnectDER,Our World Energy
TC-RES-0824-04878,Solar,09/25/2024,,Installation of a 9.085kw dc system/1 Battery/MPU 225A,Project Manager
TC-RES-0924-05197,Solar,09/26/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
,Solar,09/26/2023,,Installation of Roof mounted PV SolarREV4: ELECTRICAL UPGRADE,Shan Whittaker
TC-RES-0623-05693,Solar,09/27/2023,,Roof Mounted PV System with Production Meter and AC Disco,Freedom Forever
TC-RES-0623-06127,Solar,09/28/2023,"8331 E 4TH ST, TUCSON, AZ 85710",ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0723-06281,Solar,09/28/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07040,Solar,09/28/2023,,Roof Mounted PV,Kailee Roma
TC-RES-0823-07102,Solar,09/27/2023,,PV REPAIRS,Freedom Forever
TC-RES-0823-07181,Solar,09/25/2023,,21 modules,Freedom Forever
TC-RES-0823-07305,Solar,09/25/2023,,Installation of a 4.05 Kw DC/ 2.92KW AC pv system,Our World Energy
TC-RES-0823-07395,Solar,09/25/2023,,"Roof-mounted PV solar installation, 43 modules, 16.55kW DC, 12.47kW AC, with meter socket adaptor",Saguaro Solar Electric
TC-RES-0823-07626,Solar,09/28/2023,,Installation of 8.4 kwDC roof mounted photovoltaic system,Titan Solar Power Inc
TC-RES-0923-07791,Solar,09/25/2023,,Repair/Replace P.V. meter AC conductors,Justin Preston
TC-RES-0923-07797,Solar,09/27/2023,,"Roof mount 7.04 kW DC photovoltaic solar system; 16 AC modules, 2 branches, PV subpanel, 30A PV breaker line side",Technicians for Sustainability
TC-RES-0923-07818,Solar,09/25/2023,,Installation of solar panels on roof of a residential home with a derate.,Alex Villanueva
TC-RES-0923-07846,Solar,09/26/2023,,PV SOLAR INSTALLATION,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0923-07890,Solar,09/25/2023,"7319 E ELI DR, TUCSON, AZ 85710",27 kWh storage system (2 batteries) connected to existing photovoltaic solar system,Technicians for Sustainability
TC-RES-0923-07907,Solar,09/28/2023,,Installation of a 4.80 kW DC/ 3.90KW AC pv system,Our World Energy
TC-RES-0923-07917,Solar,09/25/2023,,Roof Mounted PV Solar System 4.4KS DC/ 3.19 KW AC with service panel upgrade 200 A,Kailee Roma
TC-RES-0923-07942,Solar,09/28/2023,"334 E 23RD ST, TUCSON, AZ 85713",10.25kW roof mounted PV system,Sunbright Solar
TC-RES-0923-07943,Solar,09/25/2023,,Installation of a 7.20 kW pv system,Our World Energy
TC-RES-0923-07952,Solar,09/27/2023,,Installation of solar panels on roof of a residential home with an existing solar system and replacing the existing main,Alex Villanueva
TC-RES-0923-07959,Solar,09/27/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0923-07960,Solar,09/26/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0923-07962,Solar,09/27/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0923-07963,Solar,09/28/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0923-07978,Solar,09/27/2023,,PV SOLAR INSTALLATION / DERATE 175A,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0923-07987,Solar,09/26/2023,,Roof-mounted solar PV installation.,Andres Bautista-Aranda
TC-RES-0923-07988,Solar,09/26/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0923-08005,Solar,09/26/2023,,11.48kW roof mounted PV system,Sunbright Solar
TC-RES-0923-08014,Solar,09/27/2023,,Add on- Roof Mounted PV System,Kailee Roma
TC-RES-0923-08015,Solar,09/26/2023,"6952 E 2ND ST, TUCSON, AZ 85710",New solar PV installation.,Andres Bautista-Aranda
TC-RES-0923-08016,Solar,09/26/2023,,New solar PV installation.,Andres Bautista-Aranda
TC-RES-0923-08026,Solar,09/27/2023,,Roof mounted PV System DC SYSTEM SIZE (kW): 16 kW/ AC SYSTEM SIZE (kW): 11.6 kW. With service upgrade to 200A,Kailee Roma
TC-RES-0923-08027,Solar,09/26/2023,,Installation of SOLAR PHOTOVOLTAIC SYSTEM PV MODULES:,SunUp America
TC-RES-0923-08041,Solar,09/28/2023,,Install 6kw residential roof mounted photovoltaic solar,Bright Home Energy
TC-RES-0923-08082,Solar,09/28/2023,,Installation of a 6.40 kW DC/ 5.2KW AC pv system,Our World Energy
TC-RES-0424-02513,Solar,10/02/2024,,Installation of Roof mounted 8.50kW PV System / 225A MPU / Battery   REV1: Removal of 225A MPU.  Additional,Our World Energy
TC-RES-0524-02767,Solar,10/01/2024,,4kw rooftop solar,Jacob B Mcghee
TC-RES-0624-03813,Solar,10/02/2024,,Installation of a roof mounted 5.33 DC KW PV System and Battery Install,Southwest Electric Inc
TC-RES-0724-03885,Solar,10/01/2024,,"Removing & reattaching existing PV system as is, no changes, no upgrades.",Jesse Park
TC-RES-0724-04056,Solar,10/02/2024,"408 E 24TH ST, TUCSON, AZ 85713","ROOF MOUNT INSTALLATION OF DC 6.48kW PHOTOVOLTAIC SYSTEM, and MAIN SERVICE PANEL UPGRADE",Gilberto Sanchez
TC-RES-0724-04156,Solar,10/02/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0724-04229,Solar,10/03/2024,,3.900 KW DC ROOF MOUNT,Robles Electric
TC-RES-0724-04238,Solar,10/02/2024,,ROOF MOUNT INSTALLATION OF 4.050kW DC PHOTOVOLTAIC SYSTEM,Gilberto Sanchez
TC-RES-0724-04424,Solar,09/30/2024,,Roof Mounted PV System DC SYSTEM SIZE (kW): 11.745 kW AC SYSTEM SIZE (kW): 8.41 kW,Bailey Randall
TC-RES-0824-04632,Solar,10/03/2024,"5725 E 2ND ST, TUCSON, AZ 85711","Roof mount 8.60kW DC photovoltaic solar system; 20 modules; 27 kWh Storage, 2 Tesla Powerwall-3 battery with",Technicians for Sustainability
TC-RES-0824-04638,Solar,10/02/2024,,4.1kW Rooftop Solar; 200A MPU,Intelligent Design Air Cond.
TC-RES-0824-04652,Solar,09/30/2024,,"11.850 kW rooftop PV solar system installation, [N] 200A METER SOCKET ADAPTOR",Elevation Solar
TC-RES-0824-04730,Solar,10/03/2024,,10.66kW roof mounted PV system,Sunbright Solar
TC-RES-0824-04782,Solar,10/03/2024,,Installation of Roof mounted 9.20kW PV System with Battery & 125A MPU,Our World Energy
TC-RES-0824-04808,Solar,10/04/2024,,Install 5.2 kW roof-mounted PV system.,Avinash Anand
TC-RES-0824-04868,Solar,09/30/2024,,"roof mount 11.07kW DC photovoltaic solar system; 27 modules and microinverters, 3 branches, PV combiner box,",Technicians for Sustainability
TC-RES-0824-04871,Solar,10/01/2024,,"Roof mounted solar, 22 panels, 1 inverter, 6.3 KW AC",Better Earth
TC-RES-0824-04899,Solar,09/30/2024,,"Roof mount 6.88kW DC photovoltaic solar system; 16 modules and microinverters, 2 branches, PV combiner box,",Technicians for Sustainability
TC-RES-0824-04903,Solar,09/30/2024,,Installation of Roof mounted 6.80kW PV System with Existing system & 225A MPU,Our World Energy
TC-RES-0824-04905,Solar,09/30/2024,,Installation of Roof mounted 7.60kW PV System with Existing System,Our World Energy
TC-RES-0824-04911,Solar,09/30/2024,,Install a 6.97 kW DC rooftop solar electric system.,Net Zero Solar
TC-RES-0824-04950,Solar,09/30/2024,,Installation of Roof mounted 6.80kW PV System with Battery,Our World Energy
TC-RES-0824-04978,Solar,09/30/2024,,Installation of Roof mounted 9.20kW PV System with Battery,Our World Energy
TC-RES-0824-04982,Solar,09/30/2024,,"Rooftop solar installation, and MPU.",Daniel Barkley-Romero
TC-RES-0824-04989,Solar,10/02/2024,,ROOF MOUNTED PV ADD-ON SYSTEM,Freedom Forever
TC-RES-0824-05014,Solar,10/01/2024,,5.88kW roof mounted PV system,Sunbright Solar
TC-RES-0824-05022,Solar,10/01/2024,,Installation of solar panels on roof of a residential home with an existing PV system,Alex Villanueva
TC-RES-0924-05242,Solar,10/01/2024,,PV system was installed by Titan but not fully completed before Titan went out of business. Reapplying for permit in,Sunbright Solar
TC-RES-1023-08500,Solar,09/30/2024,,Roof Mounted PV System DC SYSTEM SIZE (kW): 9.6 kW / AC SYSTEM SIZE (kW): 6.96 kW With Main service panel,Bailey Randall
,Solar,10/02/2023,,"R - Install 29 solar panels on existing residential roof and upgraded existing electrical service, i",ADT Solar LLC
TC-RES-0423-04628,Solar,10/04/2023,,"Installation of 14 roof-mounted solar panels for a total DC system size of 5.6kW, a new subpanel with a 125A busbar",Project Manager
TC-RES-0523-04970,Solar,10/03/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0623-06245,Solar,10/02/2023,"9011 E 9TH ST, TUCSON, AZ 85710",ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0723-06668,Solar,10/03/2023,,roof mounted PV system,Kailee Roma
TC-RES-0723-06841,Solar,10/03/2023,,Installation of a roof-mounted 4.0 DC kW/ 3.80KW AC photovoltaic system.,Southwest Electric Inc
TC-RES-0823-06953,Solar,10/02/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0823-07009,Solar,10/02/2023,,Installation of a roof mounted pv system,LGCY Installation Services
TC-RES-0823-07030,Solar,10/02/2023,,Roof Mounted PV,Kailee Roma
TC-RES-0823-07037,Solar,10/02/2023,,Roof Mounted PV,Kailee Roma
TC-RES-0823-07175,Solar,10/02/2023,,Installation of a 14.40 kW pv system / DERATED FROM 200A TO 175A,Our World Energy
TC-RES-0823-07238,Solar,10/02/2023,,Installation of a 14.40 kW pv system / MPU - 200 AMP,Our World Energy
TC-RES-0823-07333,Solar,10/04/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07450,Solar,10/02/2023,,"Roof-mounted PV solar installation, 47 modules, 19.27kW DC, 15.275kW AC",Saguaro Solar Electric
TC-RES-0823-07467,Solar,10/04/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0823-07503,Solar,10/04/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07509,Solar,10/02/2023,,Installation of a 8.00 Kw pv system,Our World Energy
TC-RES-0823-07608,Solar,10/02/2023,,Installation of a 7.60 kW pv system,Our World Energy
TC-RES-0823-07667,Solar,10/03/2023,,Installation of 27kWh Energy Storage system in addition to existing to existing solar system.,Tesla Energy
TC-RES-0823-07680,Solar,10/04/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0823-07721,Solar,10/03/2023,,Installation of 40.5 kWh ESS and related materials,Tesla Energy
TC-RES-0923-07736,Solar,10/04/2023,,ROOF MOUNTED PV,Kailee Roma
TC-RES-0923-07770,Solar,10/02/2023,,"roof mount 9.84 kW DC photovoltaic solar system; 24 modules, 27 kWh storage system; 2 Tesla batteries with",Technicians for Sustainability
TC-RES-0923-07774,Solar,10/02/2023,,"roof mount 6.15 kW DC photovoltaic solar system; 15 modules, 1 Tesla Solar Inverter with 2 strings, 40A PV breaker",Technicians for Sustainability
TC-RES-0923-07800,Solar,10/06/2023,,"Roof mount 7.79 kW DC photovoltaic solar system; 19 AC modules, 2 branches, PV Combiner Box, 40A PV breaker",Technicians for Sustainability
TC-RES-0923-07822,Solar,10/06/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0923-07887,Solar,10/06/2023,,Roof mounted 6kW PV system install,Titan Solar Power Inc
TC-RES-0923-07904,Solar,10/02/2023,"8635 E 3RD ST, TUCSON, AZ 85710",Installation of a 6.80 kW DC/ 5.52KW AC pv system,Our World Energy
TC-RES-0923-07957,Solar,10/02/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0923-07965,Solar,10/04/2023,,Install a 5.6 kW DC rooftop solar electric system.,Net Zero Solar
TC-RES-0923-07976,Solar,10/02/2023,,Roof Mounted PV Solar System 4.0 KW DC/ 2.9 KW AC with service panel upgrade to 100 A,Kailee Roma
TC-RES-0923-08036,Solar,10/03/2023,,Installation of 27 kWh energy storage system and related materials as addition to existing solar system.,Tesla Energy
TC-RES-0923-08050,Solar,10/02/2023,,11.70 KW DC SOLAR PHOTOVOLTAIC SYSTEM ROOF MOUNTED & SES MAIN PANEL UPGRADE TO 200 A.,Solar Topps LLC
TC-RES-0923-08064,Solar,10/02/2023,,NEW PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 8.000 KW DC/6.000 KW AC,On Point Solar Power
TC-RES-0923-08071,Solar,10/02/2023,,Installation of 9.12kW (DC) residential roof top solar system,Justin Preston
TC-RES-0923-08074,Solar,10/03/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0923-08075,Solar,10/02/2023,,"Modification to existing solar system: changing microinverter model, resulting in increased system size. No new",Saguaro Solar Electric
TC-RES-0923-08076,Solar,10/02/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0923-08091,Solar,10/02/2023,,Install for a 5.265 kW DC/ 4.22KW AC roof-mounted photovoltaic system.,Sunsolar Solutions Inc
TC-RES-0923-08093,Solar,10/02/2023,,PV SOLAR INSTALLATION,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0923-08096,Solar,10/02/2023,,13.12kW roof mounted PV system,Sunbright Solar
TC-RES-0923-08097,Solar,10/02/2023,,NEW PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 8.400 KW DC/7.600 KW AC,On Point Solar Power
TC-RES-0923-08121,Solar,10/02/2023,,PV SOLAR INSTALLATION / MAIN PANEL UPGRADE 200A LIKE FOR LIKE,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0923-08122,Solar,10/02/2023,,Roof Mounted PV System DC SYSTEM SIZE (kW): 8 kW/ AC SYSTEM SIZE (kW): 5.8 kW with service upgrade,Kailee Roma
TC-RES-0923-08125,Solar,10/02/2023,,Roof mounted PV System DC SYSTEM SIZE (kW): 7.6 kW / AC SYSTEM SIZE (kW): 5.51 kW With service panel,Kailee Roma
TC-RES-0923-08129,Solar,10/02/2023,,Roof Mounted PV System DC SYSTEM SIZE (kW): 10 kW / AC SYSTEM SIZE (kW): 7.25 kW,Kailee Roma
TC-RES-0923-08141,Solar,10/02/2023,,9.36 KW DC SOLAR PHOTOVOLTAIC SYSYTEM INSTALLATION ROOF MOUNTED & SES MAIN PANEL UPGRADE,Solar Topps LLC
TC-RES-0923-08142,Solar,10/02/2023,,Roof Mounted PV system DC SYSTEM SIZE (kW): 8.4 kW / AC SYSTEM SIZE (kW): 6.09 kW With service upgrade to,Kailee Roma
TC-RES-0923-08149,Solar,10/02/2023,,Roof Mounted PV system DC SYSTEM SIZE (kW): 4.8 kW / AC SYSTEM SIZE (kW): 3.48 kW  with service upgrade to,Kailee Roma
TC-RES-0923-08150,Solar,10/02/2023,,Roof mounted PV System DC SYSTEM SIZE (kW): 6.8 kW / AC SYSTEM SIZE (kW): 4.93 kW,Kailee Roma
TC-RES-0923-08152,Solar,10/04/2023,,Roof Mounted PV System DC SYSTEM SIZE (kW): 6.4 kW / AC SYSTEM SIZE (kW): 4.64 kW with service upgrade,Kailee Roma
TC-RES-0923-08154,Solar,10/04/2023,,Roof Mounted PV System DC SYSTEM SIZE (kW): 4 kW / AC SYSTEM SIZE (kW): 2.9 kW,Kailee Roma
TC-RES-0923-08163,Solar,10/03/2023,,Installation of 13.5 kWh energy storage system and related materials in addition to existing PV solar system.,Tesla Energy
TC-RES-0923-08164,Solar,10/06/2023,,Roof mounted 5.33kW PV system install,Titan Solar Power Inc
