Permit #,Workclass,Issue Date,Address,Description,Contractor
TC-RES-0723-06595,Solar,08/14/2023,"2724 E 8TH ST, TUCSON, AZ 85716","Roof mount 4.30 kW DC photovoltaic solar system; 10 AC modules, 1 branches, 20A PV breaker on 100A bus with",
TC-RES-0723-06597,Solar,08/14/2023,,"roof mount 6.15 kW DC photovoltaic solar system; 15 modules, 1 Tesla Solar Inverter with 2 strings, 40A PV breaker",
TC-RES-0723-06599,Solar,08/14/2023,,PV SOLAR INSTALLATION,
TC-RES-0723-06604,Solar,08/14/2023,,"Roof mount 6.44 kW DC photovoltaic solar system; 15 AC modules, 2 branches, PV subpanel, 30A PV breaker on",
TC-RES-0723-06620,Solar,08/16/2023,,Roof mounted PV system,
TC-RES-0723-06622,Solar,08/16/2023,,Roof mounted PV system,
TC-RES-0723-06624,Solar,08/14/2023,,PV SOLAR INSTALLATION,
TC-RES-0723-06627,Solar,08/14/2023,,ROOF MOUNTED PV SYSTEM,
TC-RES-0723-06629,Solar,08/14/2023,,Installation of a roof mounted 9.200kW DC/ 7.6KW AC PV System,
TC-RES-0723-06633,Solar,08/14/2023,,"Roof mount 6.15 kW DC photovoltaic solar system; 15 AC modules, 2 branches, PV Combiner Box, 30A PV breaker",
TC-RES-0723-06637,Solar,08/14/2023,,ROOF MOUNTED PV SYSTEM,
TC-RES-0723-06646,Solar,08/14/2023,,Installation of solar panels on roof of residential home,Alex Villanueva
TC-RES-0723-06651,Solar,08/16/2023,,Installation of a 6.40 kW DC/ 5.20KW AC pv system,
TC-RES-0723-06664,Solar,08/17/2023,,ROOF MOUNTED PV SYSTEM,
TC-RES-0723-06693,Solar,08/17/2023,,Installation of a roof mounted 8.400kW DC/ 7.6KW AC PV system,
TC-RES-0723-06833,Solar,08/14/2023,,installation roof mounted pv system,
TC-RES-0723-06907,Solar,08/16/2023,,Roof mounted PV system,
TC-RES-0723-06916,Solar,08/16/2023,,Roof mounted PV,
TC-RES-0723-06918,Solar,08/16/2023,,Roof mounted PV system,
TC-RES-0823-06947,Solar,08/14/2023,,ROOF MOUNTED PV SYSTEM,
TC-RES-0823-06953,Solar,08/14/2023,,ROOF MOUNTED PV SYSTEM,
TC-RES-0823-06969,Solar,08/14/2023,,9.60 KW DC SOLAR PHOTOVOLTAIC SYSTEM (ROOF MOUNTED),
TC-RES-0823-06977,Solar,08/15/2023,,Installation of a 4.05 kW DC/ 2.92KW AC pv system,
TC-RES-0823-06981,Solar,08/14/2023,,Install a 4.8 kW DC/ 3.9KW AC rooftop solar electric system.,
TC-RES-0823-06986,Solar,08/15/2023,,8.0kW DC/ 6.0KW AC roof mounted PV system,
TC-RES-0823-07013,Solar,08/16/2023,"5162 E 9TH ST, TUCSON, AZ 85711",INSTALLATION OF SYSTEM SIZE: 9.60 kW DC STC & 7.60 kW AC ARRAY AREA #1: 516.00 SQ. FT,
TC-RES-0823-07030,Solar,08/16/2023,,Roof Mounted PV,
TC-RES-0823-07033,Solar,08/16/2023,,Roof Mounted PV,
TC-RES-0823-07036,Solar,08/16/2023,,Roof Mounted PV,
TC-RES-0823-07037,Solar,08/16/2023,,Roof Mounted PV,
TC-RES-0823-07038,Solar,08/16/2023,,Roof Mounted PV,
TC-RES-0823-07039,Solar,08/16/2023,"4710 E 2ND ST, TUCSON, AZ 85711",Roof Mounted PV,
TC-RES-0823-07040,Solar,08/16/2023,"618 N KEEN PL, TUCSON, AZ 85710",Roof Mounted PV,
TC-RES-0823-07082,Solar,08/14/2023,,NEW PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 7.29 KW DC/6.000 KW AC,
TC-RES-0823-07094,Solar,08/16/2023,,Roof mounted PV system,
TC-RES-0823-07095,Solar,08/16/2023,,Roof mounted PV system,
TC-RES-0823-07098,Solar,08/16/2023,,Roof mounted PV system,
TC-RES-0823-07099,Solar,08/16/2023,,Roof mounted PV system,
TC-RES-0823-07139,Solar,08/15/2023,,"roof mount 4.92 kW DC photovoltaic solar system; 12 AC modules, 2 branches, PV combiner box, interconnection via",
TC-RES-0823-07142,Solar,08/15/2023,,"Roof mount 7.04 kW DC photovoltaic solar system; 16 AC modules, 2 branches, PV subpanel, 40A PV breaker on",
TC-RES-0823-07147,Solar,08/15/2023,,"roof mount 1.8 kW DC addition to existing photovoltaic solar system (new total system size: 7.36 kW), 4 additional",
TC-RES-0823-07180,Solar,08/15/2023,,ROOF MOUNTED PV SYSTEM,
TC-RES-0823-07190,Solar,08/15/2023,,"Roof-mounted PV solar installation, 19  modules, 7.79kW DC, 6.175kW AC",
TC-RES-0823-07196,Solar,08/16/2023,"4626 E 7TH ST, TUCSON, AZ 85711",Roof mounted PV system,
TC-RES-0823-07232,Solar,08/16/2023,,"Roof-mounted PV solar installation, 17 modules, 6.97kW DC, 5.525kW AC",
TC-RES-1222-01387,Solar,08/14/2023,,"• SYSTEM SIZE: 5680W DC, 3840W AC",
TC-RES-0124-00139,Solar,08/22/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0424-02204,Solar,08/22/2024,,PV SOLAR INSTALLATION,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0524-03091,Solar,08/19/2024,,8.000 kW Rooftop Solar PV with ConnectDER MSA,Bailey Randall
TC-RES-0624-03330,Solar,08/19/2024,"825 E 31ST ST, TUCSON, AZ 85713","Install 19 roof mounted PV panels, 7.79  kW. Electrical upgrade is required",Anthony Duplantis
TC-RES-0624-03798,Solar,08/19/2024,,Roof-mounted solar PV installation.,Andres Bautista-Aranda
TC-RES-0624-03814,Solar,08/21/2024,,1.) ROOF MOUNT INSTALLATION OF 8.505kW DC PHOTOVOLTAIC SYSTEM,Gilberto Sanchez
TC-RES-0624-03829,Solar,08/20/2024,,"Roof mounted solar, 16 panels, 1 inverter, 6.56 KW",Better Earth
TC-RES-0724-03964,Solar,08/21/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0724-03997,Solar,08/21/2024,,ROOF MOUNT INSTALLATION OF 4.455kW DC PHOTOVOLTAIC SYSTEM,Gilberto Sanchez
TC-RES-0724-04088,Solar,08/19/2024,,Install 5.74 kW DC solar electric system on roof of existing SFR.,Net Zero Solar LLC
TC-RES-0724-04090,Solar,08/20/2024,,"ROOF MOUNT INSTALLATION OF 3.240kW DC PHOTOVOLTAIC SYSTEM, and REDUCTION OF MAIN BREAKER TO",Gilberto Sanchez
TC-RES-0724-04091,Solar,08/19/2024,,"ROOF MOUNT INSTALLATION OF 4.050kW DC PHOTOVOLTAIC SYSTEM, and REDUCTION OF MAIN BREAKER TO",Gilberto Sanchez
TC-RES-0724-04098,Solar,08/20/2024,,6.4 kW Rooftop Solar PV and 125A Service Panel Upgrade,Bailey Randall
TC-RES-0724-04119,Solar,08/19/2024,,PV SOLAR INSTALLATION,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0724-04120,Solar,08/20/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0724-04123,Solar,08/20/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0724-04130,Solar,08/19/2024,,"ROOF MOUNT INSTALLATION OF 6.480kW DC PHOTOVOLTAIC SYSTEM, and REDUCTION OF MAIN BREAKER TO",Gilberto Sanchez
TC-RES-0724-04156,Solar,08/20/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0724-04174,Solar,08/20/2024,,Installation of Roof mounted 6.40kW PV System with Battery & Derate,Our World Energy
TC-RES-0724-04177,Solar,08/20/2024,,Installation of Roof mounted 12.40kW PV System with Battery & 125A MPU,Our World Energy
TC-RES-0724-04190,Solar,08/20/2024,,"10.66 AC PV Rooftop Solar, 175A Derate",Intelligent Design Air Cond.
TC-RES-0724-04204,Solar,08/21/2024,,Installation of a 8.4kW PV system with a 175A/2P main breaker derate which is an addition to the existing 1.34kW PV system,Eric J Fisher
TC-RES-0724-04207,Solar,08/20/2024,,Battery,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0724-04208,Solar,08/21/2024,,Roof Mounted PV System DC SYSTEM SIZE (kW): 4.05 kW AC SYSTEM SIZE (kW): 2.9 kW,Bailey Randall
TC-RES-0724-04209,Solar,08/21/2024,,Roof Mounted PV System DC SYSTEM SIZE (kW): 5.2 kW AC SYSTEM SIZE (kW): 3.77 kW,Bailey Randall
TC-RES-0724-04234,Solar,08/22/2024,,"ROOF MOUNT INSTALLATION OF 6.075kW DC PHOTOVOLTAIC SYSTEM, AND REDUCTION OF MAIN BREAKER TO",Gilberto Sanchez
TC-RES-0223-02645,Solar,08/21/2023,,20 X 400 Roof mounted panels 1 x 8.00 kw inverter MPU 225A,
TC-RES-0623-05662,Solar,08/21/2023,,Installation of a roof mounted 3.200kW PV System,
TC-RES-0623-06020,Solar,08/25/2023,,Residential Solar Installation of a 18.000 kW DC system; 45 Modules.,
TC-RES-0623-06126,Solar,08/21/2023,,13.94kW DC/ 11.40KW AC,
TC-RES-0723-06284,Solar,08/21/2023,"911 N 6TH AV, TUCSON, AZ 85705","Roof mount 6.15 kW DC photovoltaic solar system; 15 AC modules, 2 branches, PV Combiner Box, 30A PV breaker",
TC-RES-0723-06649,Solar,08/24/2023,,Installation of a 8.10 kW DC/ 5.85KW AC pv system,
TC-RES-0723-06669,Solar,08/21/2023,,roof mounted PV system,
TC-RES-0723-06673,Solar,08/21/2023,,Roof mounted PV system,
TC-RES-0723-06685,Solar,08/21/2023,,Roof mounted PV system,
TC-RES-0723-06686,Solar,08/21/2023,,Roof mounted PV system,
TC-RES-0723-06695,Solar,08/21/2023,,Install for a 9.315 kW DC/ 7.59KW AC roof-mounted photovoltaic system.,
TC-RES-0723-06696,Solar,08/21/2023,,Install for a 8.10 kW DC/ 6.60KW AC roof-mounted photovoltaic system with a 40A Meter Socket Adapter.,
TC-RES-0723-06748,Solar,08/21/2023,,Roof mounted PV system,
TC-RES-0723-06764,Solar,08/21/2023,,Install a 4.8 kW DC/ 3.9KW AC rooftop solar electric system.,
TC-RES-0723-06767,Solar,08/21/2023,,Install a 4.0 kW DC/ 3.25KW AC rooftop solar electric system.,
TC-RES-0723-06778,Solar,08/21/2023,,Installation of solar panels on roof of residential home with a main panel upgrade.,
TC-RES-0723-06786,Solar,08/21/2023,,PV SOLAR INSTALLATION,
TC-RES-0723-06791,Solar,08/21/2023,,Roof mounted PV system,
TC-RES-0723-06797,Solar,08/21/2023,,PV SOLAR INSTALLATION,
TC-RES-0823-07127,Solar,08/23/2023,,"Roof mount 4.10 kW DC photovoltaic solar system; 10 AC modules, 1 branches,  20A PV breaker on 100A bus with",Technicians for Sustainability
TC-RES-0823-07134,Solar,08/24/2023,,NEW PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 4.800 KW DC/3.800 KW AC,
TC-RES-0823-07138,Solar,08/24/2023,,NEW PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 8.00 KW DC/6.000 KW AC,
TC-RES-0823-07145,Solar,08/23/2023,,"Roof mount 9.84 kW DC photovoltaic solar system; 24 AC modules, 3 branches, PV Combiner Box, interconnection",Technicians for Sustainability
TC-RES-0823-07149,Solar,08/21/2023,,"Roof mount 4.92 kW DC photovoltaic solar system; 12 AC modules, 2 branches, PV Combiner Box, 30A PV breaker",
TC-RES-0823-07152,Solar,08/21/2023,,ROOF MOUNTED PV SYSTEM,
TC-RES-0823-07164,Solar,08/24/2023,,roof mounted PV system,
TC-RES-0823-07165,Solar,08/21/2023,,Roof mounted PV system,
TC-RES-0823-07248,Solar,08/21/2023,,"Roof mount 6.30 kW DC photovoltaic solar system; 15 AC modules, 2 branches, PV subpanel, 30A PV breaker on",
TC-RES-0823-07249,Solar,08/21/2023,"2404 E 1ST ST, TUCSON, AZ 85719",Installation of new 5.18kW DC/ 4.06KW AC rooftop photovoltaic solar system,
TC-RES-0823-07254,Solar,08/21/2023,,ROOF MOUNTED PV SYSTEM,
TC-RES-0823-07403,Solar,08/21/2023,,NEW 225A RATED MAIN SERVICE PANEL UPGRADE,
TC-RES-0424-02118,Solar,08/29/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0424-02188,Solar,08/27/2024,,Installation of 6.15 kW DC photovoltaic system.,Green Muscle Solar
TC-RES-0424-02534,Solar,08/27/2024,"6533 E ELI DR, TUCSON, AZ 85710","Roof mount 11.61 kW DC photovoltaic solar system; 27 modules; 27 kWh Storage, 2 Tesla Powerwall-3 battery",Technicians for Sustainability
TC-RES-0524-03077,Solar,08/28/2024,,PV Solar Roof Mounted / Meter Collar,VECTOR ENERGY LLC DBA FUSION POWER CO
TC-RES-0624-03355,Solar,08/27/2024,,"roof mount 14.62 kW DC photovoltaic solar system, 34 AC modules, 4 branches, PV subpanel, interconnect is supply",Technicians for Sustainability
TC-RES-0624-03364,Solar,08/29/2024,,Installing Rooftop Solar,Fernando Ayala
TC-RES-0724-04238,Solar,08/29/2024,,ROOF MOUNT INSTALLATION OF 4.050kW DC PHOTOVOLTAIC SYSTEM,Gilberto Sanchez
TC-RES-0724-04282,Solar,08/28/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0724-04300,Solar,08/29/2024,,Installation of a roof mounted 4.51 DC KW PV System with a 225 Main Panel Upgrade,Southwest Electric Inc
TC-RES-0724-04304,Solar,08/28/2024,,"Roof mount 6.82kW DC photovoltaic solar system; 16 AC modules, 2 branches, PV Combiner Box, 40A PV breaker on",Technicians for Sustainability
TC-RES-0724-04305,Solar,08/28/2024,,"Roof mount 6.60kW DC photovoltaic solar system; 15 AC modules, 2 branches, PV subpanel, 30A PV breaker on",Technicians for Sustainability
TC-RES-0724-04308,Solar,08/29/2024,,12.18kW roof mounted PV system,Sunbright Solar
TC-RES-0724-04312,Solar,08/28/2024,,Installation of Roof mounted 6.80kW PV System With Battery,Our World Energy
TC-RES-0724-04341,Solar,08/28/2024,,Installation of Roof mounted 4.80kW PV System with existing system / Derate,Our World Energy
TC-RES-0724-04357,Solar,08/29/2024,,Installation of Roof mounted 3.60kW PV System with Existing system & ConnectDER,Our World Energy
TC-RES-0724-04362,Solar,08/28/2024,"2015 E ELM ST, TUCSON, AZ 85719",RELOCATION OF EXISTING SYSTEM ONTO ANOTHER ROOFTOP LOCATED ON SAME PARCEL.,Kevin P Flaws
TC-RES-0724-04390,Solar,08/29/2024,,Installation of Roof mounted 4.0kW PV System with Existing system & 225A MPU,Our World Energy
TC-RES-0623-05946,Solar,08/30/2023,,Installation of a roof mounted 1.200kW PV System and Tesla Powerwall Battery,Titan Solar Power Inc
TC-RES-0623-06088,Solar,08/31/2023,,Installation of solar panels on roof of house. Replace existing main service panel with 225/200A main panel.,Alex Villanueva
TC-RES-0623-06121,Solar,08/31/2023,,Installing 7.6 kW DC/ 5.51KW AC solar system.,The Solar Store
TC-RES-0723-06577,Solar,08/29/2023,,Installation of a 7.20 kW DC/ 5.85KW AC pv system,Our World Energy
TC-RES-0723-06583,Solar,08/29/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0723-06638,Solar,08/29/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0823-07051,Solar,08/29/2023,,NEW PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 6.075 KW DC/5.000 KW AC,On Point Solar Power
TC-RES-0823-07052,Solar,08/28/2023,,NEW PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 10.53 KW DC/10.000 KW AC,On Point Solar Power
TC-RES-0823-07136,Solar,08/29/2023,,NEW PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 6.80 KW DC/6.000 KW AC,On Point Solar Power
TC-RES-0823-07148,Solar,08/29/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0823-07252,Solar,08/29/2023,,Permit,Our World Energy
TC-RES-0823-07258,Solar,08/29/2023,,18.400 kW rooftop PV solar system installation,Elevation Solar
TC-RES-0823-07279,Solar,08/31/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0823-07293,Solar,08/29/2023,,Installation of a 5.40 Kw DC/ 3.90KW AC pv system,Our World Energy
TC-RES-0823-07322,Solar,08/29/2023,,install 13.6kw DC/ 11.4KW AC residential roof mounted photovoltaic solar & main panel upgrade 200A,Bright Home Energy
TC-RES-0823-07340,Solar,08/29/2023,"8998 E 6TH ST, TUCSON, AZ 85710",ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0823-07347,Solar,08/29/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0823-07356,Solar,08/29/2023,,Installation of a 12.60 Kw pv system / MPU - 200 AMP,Our World Energy
TC-RES-0823-07363,Solar,08/29/2023,,Installation of a 7.60 Kw DC/ 6.17KW AC pv system,Our World Energy
TC-RES-0823-07384,Solar,08/29/2023,,Installation of solar panels on roof of residential home,Alex Villanueva
TC-RES-0823-07404,Solar,08/29/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0823-07421,Solar,08/30/2023,,12.0KW Solar installation of 30 URE FMB400MFG-BB modules,Erus Energy
TC-RES-0823-07451,Solar,08/28/2023,,"Roof-mounted PV solar installation, 35 modules, 14kW DC, 10.15kW AC",Saguaro Solar Electric
TC-RES-0823-07533,Solar,08/31/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0823-07556,Solar,08/29/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0823-07579,Solar,08/31/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0823-07593,Solar,08/28/2023,,Install for a 5.670 kW roof-mounted photovoltaic system.,Sunsolar Solutions Inc
TC-RES-0823-07595,Solar,08/29/2023,,"Roof-mounted PV solar installation, addition to existing system. New system: 15 modules, 6.15kW DC, 4.875kW AC.",Saguaro Solar Electric
TC-RES-0823-07601,Solar,08/29/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0823-07613,Solar,08/29/2023,,Installation of solar panels on roof of residential home,Alex Villanueva
TC-RES-0823-07625,Solar,08/28/2023,,Installation of solar panels on roof of a residential home.,Alex Villanueva
TC-RES-0823-07629,Solar,08/29/2023,,Roof Mounted PV solar system 8KW DC 5.8KW AC with 200 A Service upgrade,Kailee Roma
TC-RES-0823-07636,Solar,08/31/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0624-03771,Solar,09/06/2024,,Installation of Roof mounted 7.60kW PV System with Battery & Derate,Our World Energy
TC-RES-0624-03813,Solar,09/05/2024,,Installation of a roof mounted 5.33 DC KW PV System and Battery Install,Southwest Electric Inc
TC-RES-0724-03913,Solar,09/06/2024,,Rooftop solar,David Hosking
TC-RES-0724-03969,Solar,09/03/2024,,Installation of a 5.6kW PV system with a Tesla PowerWall 3 and a Tesla Backup Safety Switch,Icon Power
TC-RES-0724-04228,Solar,09/05/2024,,Installation of a roof mounted 5.46 DC KW PV System,Southwest Electric Inc
TC-RES-0724-04232,Solar,09/03/2024,,Installation of a roof mounted 7.60 DC KW PV System with a MSA and battery,Southwest Electric Inc
TC-RES-0724-04235,Solar,09/03/2024,,Addition of a 4.10 kW PV system and 150A main breaker derate to existing  7.38 kW  PV system on home,Eric J Fisher
TC-RES-0924-05089,Solar,09/03/2024,,Permit for the purpose of Final Inspections only in reference to system installed under T15CM08373.,Tesla Energy
,Solar,09/05/2023,,R - Installation of roof mounted solar power,On Point Solar Power
,Solar,09/07/2023,,42.400kW Ground mounted solar panel system with 106 panels,"BIG STAR BUILDERS, INC."
,Solar,09/05/2023,,"R - · SYSTEM SIZE: 4380W DC, 3480W AC· MODULES: (12) LONGI GREEN ENERGY TECHNOLOGY COLTD:","Sunrun Installation Services, Inc"
TC-RES-0623-05693,Solar,09/05/2023,,Roof Mounted PV System with Production Meter and AC Disco,Freedom Forever
TC-RES-0623-06242,Solar,09/08/2023,,"22 MODULES-ROOF MOUNTED - 8.36 kW DC, 6.38 kW AC, 1761 NORTH CAMINO AGRIOS, TUCSON, AZ85715",ADT Solar LLC
TC-RES-0723-06664,Solar,09/05/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0723-06879,Solar,09/08/2023,,Install 15 REC405 roof mounted solar panels with 15 Enphase inverters. 6.08 kW,ADT Solar LLC
TC-RES-0823-06956,Solar,09/08/2023,"509 WEST HOLLADAY DRIVE, TUCSON, AZ 85706","13 MODULES-ROOF MOUNTED - 5.27 kW DC, 3.77 kW AC, 509 WEST HOLLADAY DRIVE, TUCSON, AZ 857061",ADT Solar LLC
TC-RES-0823-07388,Solar,09/05/2023,,"Main Panel Upgrade - NEW 240V/225A  RATING,  SOLAR",ADT Solar LLC
TC-RES-0823-07402,Solar,09/05/2023,,Installation of a 5.20 Kw PV system,Our World Energy
TC-RES-0823-07533,Solar,09/05/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0823-07630,Solar,09/07/2023,,Roof Mounted PV Solar System 11.2 KW DC 8.12 KW AC with 200 A Service upgrade,Kailee Roma
TC-RES-0823-07634,Solar,09/07/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0823-07649,Solar,09/08/2023,,Roof Mounted PV Solar System 14.0KS DC 10.15KS AC  200A Service upgrade,Kailee Roma
TC-RES-0624-03333,Solar,09/10/2024,,1. ROOF MOUNT INSTALLATION OF 5.670kW DC PHOTOVOLTAIC SYSTEM,Gilberto Sanchez
TC-RES-0624-03810,Solar,09/12/2024,,"Roof mount 6.45kW DC photovoltaic solar system; 15 modules; 14 kWh Storage, 1 Tesla Powerwall-3 battery with",Technicians for Sustainability
TC-RES-0724-04015,Solar,09/09/2024,"930 S 8TH AV, TUCSON, AZ 85701",ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0724-04048,Solar,09/12/2024,,Installation of Roof mounted 8.0kW PV System with Battery & 225A MPU,Our World Energy
TC-RES-0724-04486,Solar,09/11/2024,,Installation of 40.5 kWh Energy Storage System and related materials.,Tesla Energy
TC-RES-0824-04515,Solar,09/09/2024,,"Roof mount 10.56kW DC photovoltaic solar system; 24AC modules, 3 branches, PV subpanel, 50A PV breaker on",Technicians for Sustainability
TC-RES-0824-04517,Solar,09/09/2024,,"Roof mount 5.28kW DC photovoltaic solar system; 12AC modules, 2 branches, PV subpanel, 30A PV breaker on 200A",Technicians for Sustainability
TC-RES-0824-04524,Solar,09/09/2024,,Installation of Roof mounted 8.40kW PV System with Battery,Our World Energy
TC-RES-0824-04584,Solar,09/12/2024,,"POVERELLO HOUSE - Roof mount 8.60kW DC photovoltaic solar system; 20 AC modules, 2 branches, PV Combiner",Technicians for Sustainability
TC-RES-0824-04607,Solar,09/12/2024,,PV install 7.11kW roof mounted 18 panels / New underground wiring,Custom Solar and Leisure
TC-RES-0824-04610,Solar,09/12/2024,,Installation of Roof mounted 11.20kW PV System / 225A MPU,Our World Energy
TC-RES-0824-04631,Solar,09/12/2024,,"Installation of 7.29kW PV Solar system, roof mounted with 200a Main Panel Upgrade & Tesla Powerwall 3 Battery",Stacy Wilmer
TC-RES-0824-04642,Solar,09/12/2024,,"22 Modules - Roof Mounted - 8.800 KWDC , 6.380 KWAC",Jonathan Garcia
TC-RES-0824-04652,Solar,09/12/2024,,"11.850 kW rooftop PV solar system installation, [N] 200A METER SOCKET ADAPTOR",Elevation Solar
TC-RES-0824-04659,Solar,09/12/2024,,Installation of Roof mounted 11.20kW PV System with Existing System & Derate,Our World Energy
TC-RES-0824-04660,Solar,09/12/2024,,Installation of Roof mounted 6.40kW PV System with Battery & Derate,Our World Energy
,Solar,09/14/2023,,Roof Mount PV with Production Meter and AC Disco,Freedom Forever
TC-RES-0623-06261,Solar,09/13/2023,"4818 E 1ST ST, TUCSON, AZ 85711",NEW PHOTOVOLTAIC ROOF MOUNTED SYSTEM - 14.18 KW DC/11.400 KW AC & (N)175A DERATE,On Point Solar Power
TC-RES-0723-06668,Solar,09/12/2023,,roof mounted PV system,Kailee Roma
TC-RES-0823-07166,Solar,09/12/2023,,TOTAL PANELS: 10,Kailee Roma
TC-RES-0823-07199,Solar,09/12/2023,"9721 E 2ND ST, TUCSON, AZ 85748",Roof mounted PV system,Kailee Roma
TC-RES-0823-07281,Solar,09/12/2023,,ROOF MOUNTED PV SYSTEM,Kailee Roma
TC-RES-0823-07283,Solar,09/12/2023,"9209 E 5TH ST, TUCSON, AZ 85710",Roof mounted PV system,Kailee Roma
TC-RES-0823-07284,Solar,09/12/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07285,Solar,09/11/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07287,Solar,09/12/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07288,Solar,09/12/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07289,Solar,09/12/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07290,Solar,09/12/2023,,Roof mounted PV system 14kwdc//10.15kwac,Kailee Roma
TC-RES-0823-07291,Solar,09/12/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07332,Solar,09/12/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07333,Solar,09/12/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07334,Solar,09/12/2023,"5726 E LEE ST, TUCSON, AZ 85712",Roof mounted PV system,Kailee Roma
TC-RES-0823-07336,Solar,09/12/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07415,Solar,09/14/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07416,Solar,09/14/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07417,Solar,09/12/2023,"4830 E 3RD ST, TUCSON, AZ 85711",Roof mounted PV system,Kailee Roma
TC-RES-0823-07437,Solar,09/14/2023,,Installation of a 10.80 Kw PV system /  DERATED FROM 125A TO 100A,Our World Energy
TC-RES-0823-07463,Solar,09/14/2023,,installation of a 8.80 Kw pv system,Our World Energy
TC-RES-0823-07471,Solar,09/12/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07473,Solar,09/12/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07504,Solar,09/12/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07521,Solar,09/12/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07555,Solar,09/12/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07557,Solar,09/12/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07558,Solar,09/12/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07589,Solar,09/12/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07591,Solar,09/12/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07594,Solar,09/12/2023,,Roof mounted PV system,Kailee Roma
TC-RES-0823-07648,Solar,09/12/2023,,Roof Mounted PV Solar System 9.6KS DC 6.96KS AC No service upgrade,Kailee Roma
TC-RES-0823-07657,Solar,09/13/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0823-07665,Solar,09/13/2023,,13.12KW DC/ 10.40KW AC,
TC-RES-0823-07677,Solar,09/13/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0823-07713,Solar,09/14/2023,,Roof-mounted solar PV installation,Andres Bautista-Aranda
TC-RES-0923-07780,Solar,09/14/2023,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0524-02645,Solar,09/16/2024,,GROUND MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0524-02761,Solar,09/20/2024,,ROOF MOUNTED PV SYSTEM,Freedom Forever
TC-RES-0624-03845,Solar,09/16/2024,,Installation of Roof mounted 9.60kW PV System with existing system & 225A MPU,Our World Energy
